# BUSCO version is: 5.4.3 
# The lineage dataset is:  (Creation date: 2020-09-10, number of genomes: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
491at71240	Duplicated	chr03_1	26155927	26184277	+	2217.9	1692
491at71240	Duplicated	chr03_3	38544096	38572258	+	2241.0	1692
491at71240	Duplicated	chr03_4	15876128	15903788	+	2234.4	1691
526at71240	Duplicated	chr04_0	1965581	1994185	+	2725.1	1517
526at71240	Duplicated	chr04_2	7797969	7826352	+	2736.7	1529
526at71240	Duplicated	chr04_3	11557751	11585801	+	2745.7	1517
561at71240	Duplicated	chr08_1	15227750	15262212	-	2857.6	1611
561at71240	Duplicated	chr08_3	16141083	16172571	-	2787.8	1610
561at71240	Duplicated	chr08_4	40028934	40058036	-	2948.5	1634
597at71240	Duplicated	chr10_0	407963	429377	+	2846.8	1545
597at71240	Duplicated	chr10_1	230908	252372	+	2850.8	1534
597at71240	Duplicated	chr10_2	328366	345436	+	2820.7	1551
640at71240	Duplicated	chr12_1	10219382	10249586	-	2724.6	1608
640at71240	Duplicated	chr12_2	46983351	47013716	-	2682.3	1608
640at71240	Duplicated	chr12_3	50614578	50647360	-	2753.8	1601
640at71240	Duplicated	chr12_4	14178479	14208694	-	2694.3	1612
703at71240	Duplicated	chr03_1	15433441	15490988	+	2679.4	1514
703at71240	Duplicated	chr03_2	13880578	13934762	+	2676.7	1527
703at71240	Duplicated	chr03_3	28159967	28206835	+	2711.7	1538
703at71240	Duplicated	chr03_4	8015757	8069962	+	2676.7	1527
707at71240	Duplicated	chr08_2	3563291	3625897	-	2964.3	1488
707at71240	Duplicated	chr08_4	3263803	3328048	-	2971.9	1488
727at71240	Duplicated	chr02_2	29243103	29250909	-	2492.7	1594
727at71240	Duplicated	chr02_3	28621691	28629492	-	2508.7	1594
727at71240	Duplicated	chr02_4	25637820	25644595	-	2431.6	1561
745at71240	Duplicated	chr03_1	17422983	17462640	-	2729.8	1629
745at71240	Duplicated	chr03_2	15386721	15430711	-	2750.3	1652
745at71240	Duplicated	chr03_3	29586660	29627732	-	2718.4	1630
745at71240	Duplicated	chr03_4	9530395	9574303	-	2776.6	1649
769at71240	Duplicated	chr08_1	13005688	13037143	+	2864.6	1627
769at71240	Duplicated	chr08_2	39661555	39693751	+	2719.1	1501
769at71240	Duplicated	chr08_3	14697994	14730190	+	2719.1	1501
769at71240	Duplicated	chr08_4	38778579	38809986	+	2879.0	1611
779at71240	Duplicated	chr08_1	8803063	8821916	-	2062.0	1317
779at71240	Duplicated	chr08_2	35640838	35660098	-	2085.3	1315
779at71240	Duplicated	chr08_3	10221748	10240602	-	2070.4	1314
779at71240	Duplicated	chr08_4	34142158	34161032	-	2058.8	1310
793at71240	Duplicated	chr03_3	49612031	49635835	+	2328.5	1724
793at71240	Duplicated	chr03_4	26056912	26080800	+	2334.0	1726
836at71240	Duplicated	chr04_0	25406510	25416593	+	1850.8	1706
836at71240	Duplicated	chr04_3	20178517	20188727	+	1846.6	1571
851at71240	Complete	chr03_3	15810020	15833907	+	2275.6	1378
906at71240	Duplicated	chr04_1	8361861	8372301	-	1690.9	1467
906at71240	Duplicated	chr04_3	7009811	7020319	-	1678.8	1454
906at71240	Duplicated	chr04_4	7126296	7136788	-	1693.5	1459
916at71240	Duplicated	chr07_1	28060135	28072590	+	2701.4	1645
916at71240	Duplicated	chr07_2	23567229	23581053	+	2767.2	1629
916at71240	Duplicated	chr07_3	41386190	41398582	+	2866.3	1658
916at71240	Duplicated	chr07_4	45842163	45855987	+	2767.2	1629
933at71240	Duplicated	chr01_0	35146768	35172008	-	2233.7	1326
933at71240	Duplicated	chr01_2	71474185	71499246	-	2253.4	1324
933at71240	Duplicated	chr01_3	51334355	51365516	-	2226.9	1322
933at71240	Duplicated	chr01_4	61255389	61282552	-	2246.2	1324
945at71240	Duplicated	chr07_0	21010961	21030722	-	2791.9	1552
945at71240	Duplicated	chr07_3	44602025	44621728	-	2792.0	1552
1064at71240	Duplicated	chr05_1	17498083	17552701	-	2327.5	1380
1064at71240	Duplicated	chr05_2	16385621	16446911	-	2291.6	1382
1064at71240	Duplicated	chr05_3	16874288	16936948	-	2388.4	1412
1064at71240	Duplicated	chr05_4	14218693	14277319	-	2393.9	1392
1065at71240	Duplicated	chr01_1	57337323	57355587	+	1868.4	1374
1065at71240	Duplicated	chr01_2	74792188	74810452	+	1868.4	1374
1065at71240	Duplicated	chr01_3	54939629	54957875	+	1727.4	1327
1065at71240	Duplicated	chr01_4	65107694	65126313	+	1728.3	1311
1115at71240	Complete	chr08_3	22790362	22814865	-	2324.0	1593
1147at71240	Duplicated	chr08_1	20475462	20505198	+	2048.3	1485
1147at71240	Duplicated	chr08_2	44043372	44073242	+	2074.2	1460
1147at71240	Duplicated	chr08_4	45833985	45865756	+	2168.9	1461
1158at71240	Complete	chr09_3	27809991	27826301	-	2116.6	1374
1159at71240	Complete	chr10_3	6472794	6483800	+	1796.6	1433
1162at71240	Duplicated	chr01_0	32031556	32044965	-	2658.8	1499
1162at71240	Duplicated	chr01_1	51621158	51634567	-	2658.8	1499
1162at71240	Duplicated	chr01_2	68420879	68434288	-	2658.8	1499
1162at71240	Duplicated	chr01_4	56728380	56741789	-	2658.8	1499
1185at71240	Duplicated	chr03_1	24499454	24526066	-	2078.5	1309
1185at71240	Duplicated	chr03_2	22259028	22287305	-	2077.9	1293
1185at71240	Duplicated	chr03_3	36791821	36826285	-	2066.2	1301
1185at71240	Duplicated	chr03_4	15344748	15374610	-	2074.7	1313
1212at71240	Duplicated	chr06_1	16900697	16960005	-	2370.3	1373
1212at71240	Duplicated	chr06_2	42376841	42439747	-	2439.8	1375
1212at71240	Duplicated	chr06_3	36101636	36164542	-	2439.8	1375
1212at71240	Duplicated	chr06_4	23489550	23562992	-	2427.5	1373
1291at71240	Duplicated	chr04_1	310871	337349	+	2089.2	1321
1291at71240	Duplicated	chr04_2	255897	288777	+	2185.6	1357
1291at71240	Duplicated	chr04_3	371487	400215	+	2181.7	1357
1291at71240	Duplicated	chr04_4	496430	534960	+	2160.8	1357
1308at71240	Duplicated	chr01_1	44236402	44250711	-	2479.4	1201
1308at71240	Duplicated	chr01_2	59498079	59512397	-	2481.4	1201
1308at71240	Duplicated	chr01_3	41325312	41339652	-	2481.4	1201
1308at71240	Duplicated	chr01_4	50805943	50820259	-	2481.4	1201
1357at71240	Duplicated	chr05_1	41020256	41043064	-	1903.7	1311
1357at71240	Duplicated	chr05_2	37985455	38016469	-	1901.4	1309
1357at71240	Duplicated	chr05_3	40520957	40543679	-	1907.0	1312
1357at71240	Duplicated	chr05_4	35191106	35213775	-	1991.4	1309
1506at71240	Duplicated	chr04_0	67194	76044	-	2312.0	1211
1506at71240	Duplicated	chr04_1	9263876	9272860	-	2345.2	1209
1506at71240	Duplicated	chr04_3	8233457	8242355	-	2346.2	1202
1526at71240	Duplicated	chr02_1	20969148	20986684	-	2069.7	1131
1526at71240	Duplicated	chr02_2	26997182	27013841	-	2168.2	1159
1526at71240	Duplicated	chr02_3	26558856	26579305	-	2185.7	1158
1526at71240	Duplicated	chr02_4	23679333	23699453	-	2197.2	1156
1566at71240	Duplicated	chr03_1	28679716	28727788	+	2216.6	1236
1566at71240	Duplicated	chr03_2	24266440	24312434	+	2131.4	1228
1566at71240	Duplicated	chr03_3	40696711	40745699	+	2176.3	1222
1566at71240	Duplicated	chr03_4	17651879	17700483	+	2215.4	1236
1578at71240	Duplicated	chr12_2	1215785	1236376	-	2184.5	1305
1578at71240	Duplicated	chr12_3	1073499	1094051	-	2356.3	1351
1578at71240	Duplicated	chr12_3	836672	856916	-	2359.0	1351
1589at71240	Duplicated	chr04_2	7618832	7624524	-	2554.7	1201
1589at71240	Duplicated	chr04_3	11343372	11349078	-	2552.1	1201
1604at71240	Duplicated	chr07_1	28841126	28848862	+	1818.5	1042
1604at71240	Duplicated	chr07_2	24360211	24367878	+	1817.8	1044
1604at71240	Duplicated	chr07_3	42183605	42191274	+	1819.5	1044
1604at71240	Duplicated	chr07_4	46733581	46741042	+	1811.7	1046
1674at71240	Duplicated	chr01_0	33790596	33812888	-	1694.9	1221
1674at71240	Duplicated	chr01_3	49961821	49980352	-	1590.6	1071
1674at71240	Duplicated	chr01_4	59758292	59780894	-	1755.7	1217
1674at71240	Duplicated	chr02_3	43076033	43098885	-	1759.3	1214
1722at71240	Duplicated	chr04_1	29846909	29858905	-	1888.2	1095
1722at71240	Duplicated	chr04_4	28759058	28772527	-	1695.9	1003
1950at71240	Complete	chr07_3	68245	105044	-	2088.3	1282
2018at71240	Duplicated	chr08_0	19226455	19235186	-	1573.9	1079
2018at71240	Duplicated	chr08_1	24423734	24432512	-	1661.4	1107
2045at71240	Duplicated	chr11_0	5877489	5933830	+	2039.9	1111
2045at71240	Duplicated	chr11_1	8596077	8648202	+	2076.1	1112
2045at71240	Duplicated	chr11_3	8266963	8318950	+	2060.3	1111
2045at71240	Duplicated	chr11_4	10613170	10673082	+	2115.4	1111
2065at71240	Duplicated	chr10_0	25946669	25959070	+	1923.2	1116
2065at71240	Duplicated	chr10_1	16439684	16452003	+	1906.5	1116
2065at71240	Duplicated	chr10_2	16560074	16572410	+	1921.6	1116
2073at71240	Duplicated	chr02_1	38518588	38531712	-	2197.4	1547
2073at71240	Duplicated	chr02_2	46683922	46697102	-	2196.1	1548
2073at71240	Duplicated	chr02_3	44999751	45018169	-	2176.8	1530
2073at71240	Duplicated	chr02_4	36425179	36438323	-	2180.7	1489
2143at71240	Complete	chr03_3	12476203	12480404	+	2074.7	1155
2268at71240	Duplicated	chr03_1	35170432	35176382	+	2217.6	1228
2268at71240	Duplicated	chr03_2	29277682	29283632	+	2217.6	1228
2268at71240	Duplicated	chr03_3	46339980	46347881	-	2249.8	1226
2268at71240	Duplicated	chr03_4	22962842	22968795	-	2250.3	1225
2327at71240	Duplicated	chr01_0	30825355	30840619	+	1696.8	1053
2327at71240	Duplicated	chr01_2	63533775	63549039	+	1696.8	1053
2327at71240	Duplicated	chr01_3	43624478	43639742	+	1696.8	1053
2360at71240	Duplicated	chr05_2	46105503	46111838	+	1784.9	1053
2360at71240	Duplicated	chr05_3	48024811	48031148	+	1788.6	1036
2360at71240	Duplicated	chr05_4	51399157	51405498	+	1786.1	1053
2395at71240	Duplicated	chr12_1	599079	609256	+	2166.6	1327
2395at71240	Duplicated	chr12_2	2243388	2253586	+	2186.0	1330
2395at71240	Duplicated	chr12_3	1718075	1728277	+	2162.7	1328
2395at71240	Duplicated	chr12_4	726602	736779	+	2166.6	1327
2400at71240	Duplicated	chr07_1	20393010	20400040	-	1553.5	966
2400at71240	Duplicated	chr07_2	17289215	17296245	-	1553.5	966
2400at71240	Duplicated	chr07_3	34559148	34566175	-	1549.8	970
2400at71240	Duplicated	chr07_4	38077868	38088460	-	1557.6	970
2421at71240	Duplicated	chr06_1	11763508	11777577	-	2000.8	1040
2421at71240	Duplicated	chr06_2	34296256	34310051	-	1985.2	1041
2421at71240	Duplicated	chr06_3	29087033	29100825	-	1990.2	1040
2421at71240	Duplicated	chr06_4	18176299	18191261	-	1988.2	1040
2430at71240	Complete	chr03_3	57382300	57402965	+	1978.0	1128
2474at71240	Duplicated	chr04_1	21517388	21526327	+	1882.6	1070
2474at71240	Duplicated	chr11_1	25821709	25830522	+	1818.3	1039
2499at71240	Duplicated	chr02_1	33409667	33430862	-	1944.4	1110
2499at71240	Duplicated	chr02_2	40502222	40523397	-	1943.8	1106
2499at71240	Duplicated	chr02_3	40429503	40448545	-	1943.5	1105
2499at71240	Duplicated	chr02_4	32312077	32331119	-	1943.5	1105
2529at71240	Duplicated	chr03_1	35107966	35119163	+	1810.9	1043
2529at71240	Duplicated	chr03_2	29215216	29226413	+	1810.9	1043
2529at71240	Duplicated	chr03_3	46403236	46414426	-	1778.8	1043
2529at71240	Duplicated	chr03_4	23026934	23038098	-	1749.4	1044
2585at71240	Duplicated	chr06_1	12461881	12492083	-	1688.0	1118
2585at71240	Duplicated	chr06_2	35052217	35086350	-	1686.5	1083
2585at71240	Duplicated	chr06_3	29785492	29813330	-	1688.0	1094
2585at71240	Duplicated	chr06_4	18821990	18849864	-	1688.0	1094
2753at71240	Duplicated	chr03_1	43681674	43703027	+	1850.2	1132
2753at71240	Duplicated	chr03_2	37847658	37874560	+	1865.6	1155
2753at71240	Duplicated	chr03_3	56425200	56447003	+	1907.0	1153
2869at71240	Duplicated	chr01_1	41153207	41160772	-	1486.1	923
2869at71240	Duplicated	chr01_2	55877370	55884989	-	1483.7	976
2869at71240	Duplicated	chr01_3	36818021	36825584	-	1480.7	923
2869at71240	Duplicated	chr01_4	44314414	44321987	-	1479.0	923
2873at71240	Duplicated	chr04_1	17195130	17248779	-	1792.6	1043
2873at71240	Duplicated	chr04_2	10552884	10609477	-	1792.6	1055
2873at71240	Duplicated	chr04_3	14258329	14314922	-	1792.6	1055
2873at71240	Duplicated	chr04_4	12409325	12473810	-	1795.5	1082
2884at71240	Duplicated	chr11_0	3294061	3311542	-	1490.6	1023
2884at71240	Duplicated	chr11_1	5807560	5824371	-	1565.3	995
2884at71240	Duplicated	chr11_4	7575911	7592870	-	1483.9	1020
2954at71240	Complete	chr06_4	3508562	3536718	+	2091.1	1126
2956at71240	Duplicated	chr03_1	39547782	39553023	+	2175.0	1175
2956at71240	Duplicated	chr03_2	33510111	33515383	+	1888.9	1028
2956at71240	Duplicated	chr03_3	51945032	51950276	+	2173.6	1175
2956at71240	Duplicated	chr03_4	28359001	28364235	+	2168.3	1154
2984at71240	Duplicated	chr09_0	7055629	7071252	-	1431.8	930
2984at71240	Duplicated	chr09_1	2363757	2379226	-	1458.2	934
2984at71240	Duplicated	chr09_3	6381491	6397844	-	1567.5	973
2984at71240	Duplicated	chr09_4	6096530	6112341	-	1459.5	932
3053at71240	Duplicated	chr09_0	2069247	2073050	+	2337.2	1130
3053at71240	Duplicated	chr09_0	3257337	3261140	+	2341.7	1130
3053at71240	Duplicated	chr09_2	2280711	2284514	+	2338.5	1130
3053at71240	Duplicated	chr09_3	467059	470862	+	2341.0	1130
3069at71240	Duplicated	chr02_1	37872645	37877739	+	1806.7	924
3069at71240	Duplicated	chr02_2	46044437	46049838	+	1807.6	926
3069at71240	Duplicated	chr02_3	44354071	44359193	+	1795.1	924
3069at71240	Duplicated	chr02_4	35814251	35819372	+	1808.3	924
3142at71240	Duplicated	chr11_0	4009824	4017625	+	1940.8	1108
3142at71240	Duplicated	chr11_1	6530161	6537928	+	1936.4	1126
3142at71240	Duplicated	chr11_3	5851331	5859121	+	1835.5	1050
3142at71240	Duplicated	chr11_4	8423539	8432341	+	1834.1	1046
3157at71240	Duplicated	chr02_1	27714761	27726045	+	1465.1	1194
3157at71240	Duplicated	chr02_2	35098376	35109656	+	1425.2	1186
3157at71240	Duplicated	chr02_3	34371049	34382207	+	1497.6	1192
3166at71240	Duplicated	chr06_1	19175622	19180989	-	2173.8	1018
3166at71240	Duplicated	chr06_4	26755035	26760402	-	2173.8	1018
3221at71240	Duplicated	chr01_0	28007966	28021141	+	1098.6	665
3221at71240	Duplicated	chr01_1	44527355	44540639	+	1096.3	638
3221at71240	Duplicated	chr01_2	59671227	59684411	+	1098.7	665
3221at71240	Duplicated	chr01_3	41633356	41646562	+	1099.4	665
3382at71240	Duplicated	chr07_2	20756743	20781690	+	1737.5	973
3382at71240	Duplicated	chr08_1	3694417	3719837	-	1735.6	974
3382at71240	Duplicated	chr08_3	4952568	4977988	-	1735.6	974
3391at71240	Duplicated	chr01_0	34258533	34272634	+	2193.9	1105
3391at71240	Duplicated	chr01_3	50445185	50459582	+	2193.9	1105
3391at71240	Duplicated	chr01_4	60239858	60253945	+	2193.0	1105
3447at71240	Duplicated	chr04_1	9695615	9699118	+	1701.0	943
3447at71240	Duplicated	chr04_2	7240735	7244238	+	1703.1	943
3447at71240	Duplicated	chr04_3	10953674	10957177	+	1702.7	943
3447at71240	Duplicated	chr04_4	8201246	8204749	+	1701.0	943
3471at71240	Duplicated	chr11_0	4818161	4861076	-	1889.7	934
3471at71240	Duplicated	chr11_1	7395670	7437136	-	1865.5	934
3471at71240	Duplicated	chr11_3	7022912	7069346	-	1884.2	934
3471at71240	Duplicated	chr11_4	9546441	9588863	-	1863.5	934
3475at71240	Duplicated	chr01_1	43017220	43046628	-	1858.9	1067
3475at71240	Duplicated	chr01_3	40085366	40114750	-	1805.8	1044
3475at71240	Duplicated	chr01_4	49276785	49304682	-	1737.0	994
3500at71240	Duplicated	chr04_1	31406296	31420914	+	1473.0	988
3500at71240	Duplicated	chr04_2	24627414	24647684	+	1464.9	988
3500at71240	Duplicated	chr04_3	28686271	28706541	+	1464.9	988
3500at71240	Duplicated	chr04_4	30221981	30236558	+	1468.5	988
3501at71240	Duplicated	chr09_1	24614236	24625595	+	1531.2	905
3501at71240	Duplicated	chr09_3	58885433	58896820	+	1526.7	920
3501at71240	Duplicated	chr09_4	49187781	49199737	+	1530.8	903
3595at71240	Duplicated	chr01_1	58584670	58594877	-	1508.3	1094
3595at71240	Duplicated	chr01_2	76039535	76049742	-	1508.3	1094
3595at71240	Duplicated	chr01_3	58044492	58054708	-	1514.9	1100
3595at71240	Duplicated	chr01_4	66325810	66336017	-	1508.3	1094
3633at71240	Duplicated	chr01_1	48897822	48911930	-	1861.1	1041
3633at71240	Duplicated	chr01_2	63671493	63685623	-	1831.5	1040
3633at71240	Duplicated	chr01_3	43770796	43784904	-	1861.1	1041
3633at71240	Duplicated	chr01_4	54425908	54440038	-	1831.5	1040
3639at71240	Duplicated	chr03_1	5341645	5349883	-	1409.1	947
3639at71240	Duplicated	chr03_2	6377445	6385680	-	1407.8	947
3639at71240	Duplicated	chr03_3	8155637	8164027	-	1405.6	959
3732at71240	Duplicated	chr06_1	11000093	11029097	+	1118.6	855
3732at71240	Duplicated	chr06_2	32343564	32373211	+	1122.6	860
3732at71240	Duplicated	chr06_4	17407712	17436082	+	1112.6	860
3734at71240	Duplicated	chr03_1	45654195	45669236	-	1734.8	1026
3734at71240	Duplicated	chr03_2	38887711	38902794	-	1653.7	1028
3734at71240	Duplicated	chr03_3	57815190	57830273	-	1653.7	1028
3734at71240	Duplicated	chr03_4	32593282	32608365	-	1653.7	1028
3767at71240	Duplicated	chr03_1	40956380	40964176	-	1578.3	915
3767at71240	Duplicated	chr03_2	34812050	34819880	-	1577.6	915
3767at71240	Duplicated	chr03_3	53283469	53291267	-	1576.5	915
3767at71240	Duplicated	chr03_4	29715453	29723260	-	1574.5	915
3870at71240	Duplicated	chr09_2	4626119	4638454	+	1572.0	953
3870at71240	Duplicated	chr09_3	2778133	2790388	+	1474.4	943
3884at71240	Duplicated	chr08_1	19817521	19837561	+	2159.2	1222
3884at71240	Duplicated	chr08_2	43294359	43314494	+	2158.4	1224
3884at71240	Duplicated	chr08_4	45146956	45165695	+	2158.7	1224
3897at71240	Duplicated	chr03_2	38361768	38377577	-	1849.0	948
3897at71240	Duplicated	chr03_3	57162080	57177405	-	1833.3	948
3897at71240	Duplicated	chr03_4	32067339	32083148	-	1849.0	948
3930at71240	Duplicated	chr11_2	20936805	20947170	+	1371.0	1018
3930at71240	Duplicated	chr11_3	37330686	37341051	+	1380.3	976
3966at71240	Duplicated	chr11_1	25420623	25429934	-	2028.9	1010
3966at71240	Duplicated	chr11_2	18916233	18927149	-	2028.9	1010
3966at71240	Duplicated	chr11_3	34602801	34611978	-	2024.1	1010
3966at71240	Duplicated	chr11_4	24882061	24891372	-	2028.9	1010
3978at71240	Duplicated	chr02_1	29513238	29521271	+	1660.9	975
3978at71240	Duplicated	chr02_2	37006483	37014762	+	1661.2	975
3978at71240	Duplicated	chr02_3	37242093	37250377	+	1662.0	975
3978at71240	Duplicated	chr02_4	30917159	30925474	+	1661.0	975
4043at71240	Duplicated	chr05_1	26591647	26665911	-	1779.6	1022
4043at71240	Duplicated	chr05_4	28724298	28790678	-	1850.4	1022
4088at71240	Duplicated	chr01_1	43634227	43652031	+	1334.1	981
4088at71240	Duplicated	chr01_2	59038398	59056361	+	1328.5	981
4088at71240	Duplicated	chr01_3	40699672	40717411	+	1329.4	982
4088at71240	Duplicated	chr01_4	49912763	49931279	+	1469.7	997
4227at71240	Duplicated	chr02_1	10993795	11030948	+	1693.8	979
4227at71240	Duplicated	chr02_2	16618480	16660226	+	1674.6	979
4227at71240	Duplicated	chr02_3	16752764	16793801	+	1695.6	980
4227at71240	Duplicated	chr02_4	15146953	15186858	+	1603.7	979
4302at71240	Duplicated	chr06_2	14502764	14513088	-	1443.2	869
4302at71240	Duplicated	chr06_3	19440761	19451083	-	1409.9	869
4325at71240	Duplicated	chr03_1	41431901	41447803	+	1329.5	902
4325at71240	Duplicated	chr03_2	35509451	35523142	+	1272.3	904
4325at71240	Duplicated	chr03_3	54100819	54115259	+	1357.9	875
4325at71240	Duplicated	chr03_4	30478955	30494857	+	1329.5	902
4403at71240	Complete	chr05_2	47050437	47057106	-	1500.8	846
4425at71240	Duplicated	chr12_1	2856737	2889178	-	1589.5	904
4425at71240	Duplicated	chr12_2	9284783	9314288	-	1577.2	903
4425at71240	Duplicated	chr12_3	7410252	7443307	-	1604.2	904
4425at71240	Duplicated	chr12_4	5487566	5521065	-	1579.4	903
4609at71240	Duplicated	chr09_1	18239743	18244431	+	1845.6	944
4609at71240	Duplicated	chr09_2	25243726	25248412	+	1845.6	944
4609at71240	Duplicated	chr09_3	53230440	53235053	+	1845.4	954
4609at71240	Duplicated	chr09_4	42128400	42133016	+	1843.0	944
4757at71240	Duplicated	chr07_2	1155020	1160571	-	1135.6	634
4757at71240	Duplicated	chr07_3	1550928	1556732	-	1135.0	636
4757at71240	Duplicated	chr07_4	226082	232163	-	1136.3	636
4778at71240	Duplicated	chr05_1	18267797	18283479	-	1621.8	888
4778at71240	Duplicated	chr05_2	17163523	17179207	-	1624.3	888
4778at71240	Duplicated	chr05_3	17711207	17727094	-	1620.6	896
4778at71240	Duplicated	chr05_4	14971558	14987220	-	1632.2	873
4807at71240	Duplicated	chr02_1	32338598	32350736	-	1324.1	889
4807at71240	Duplicated	chr02_2	39422291	39434037	-	1355.0	883
4807at71240	Duplicated	chr02_3	39467511	39479350	-	1353.3	883
4807at71240	Duplicated	chr02_4	31232141	31243984	-	1356.5	883
4838at71240	Duplicated	chr04_0	12879739	12907740	+	1678.4	931
4838at71240	Duplicated	chr04_1	14045536	14074447	+	1680.1	961
4907at71240	Duplicated	chr03_1	42031293	42047421	-	1190.5	788
4907at71240	Duplicated	chr03_2	36118649	36134352	-	1229.2	795
4907at71240	Duplicated	chr03_3	54741153	54757180	-	1258.5	795
4907at71240	Duplicated	chr03_4	31078347	31094475	-	1190.5	788
4918at71240	Complete	chr12_3	37535447	37540807	-	1138.3	829
4933at71240	Duplicated	chr09_3	56052873	56091779	-	1850.1	971
4933at71240	Duplicated	chr09_3	56483492	56519747	-	1798.5	968
4933at71240	Duplicated	chr09_4	46820608	46872172	-	1842.1	971
5096at71240	Duplicated	chr05_1	6358296	6369101	-	1787.5	931
5096at71240	Duplicated	chr05_2	6272076	6283285	-	1780.0	933
5096at71240	Duplicated	chr05_3	5824533	5834647	-	1613.2	840
5096at71240	Duplicated	chr05_4	6288905	6299019	-	1613.2	840
5171at71240	Duplicated	chr09_0	32647274	32654017	+	1621.7	941
5171at71240	Duplicated	chr09_0	32853298	32860041	-	1621.7	941
5171at71240	Duplicated	chr09_3	50942075	50949023	+	1649.8	975
5171at71240	Duplicated	chr09_4	40977446	40984392	+	1643.6	975
5180at71240	Duplicated	chr01_1	2560885	2573299	+	848.1	601
5180at71240	Duplicated	chr01_2	3069614	3082016	+	847.9	615
5180at71240	Duplicated	chr01_3	3068357	3080762	+	852.5	620
5180at71240	Duplicated	chr01_4	2820948	2837708	+	845.3	601
5218at71240	Duplicated	chr07_1	1652504	1657943	+	1777.2	862
5218at71240	Duplicated	chr07_2	1655655	1661027	+	1777.7	865
5218at71240	Duplicated	chr07_3	2010960	2016345	+	1776.4	865
5218at71240	Duplicated	chr07_4	723143	728811	+	1776.8	865
5269at71240	Duplicated	chr01_0	29937648	29979321	+	1610.0	900
5269at71240	Duplicated	chr01_1	48176792	48215665	+	1372.4	824
5369at71240	Duplicated	chr02_1	28405347	28408298	+	1458.7	799
5369at71240	Duplicated	chr02_2	35778778	35781729	+	1458.5	799
5369at71240	Duplicated	chr02_3	35051533	35054484	+	1456.8	799
5369at71240	Duplicated	chr02_4	29943352	29946303	+	1458.7	799
5402at71240	Duplicated	chr06_2	295763	330306	+	1689.2	1028
5402at71240	Duplicated	chr06_3	247266	275872	+	1703.6	1028
5402at71240	Duplicated	chr06_4	335903	368654	+	1761.8	1029
5406at71240	Duplicated	chr01_1	43856129	43872487	+	1554.0	804
5406at71240	Duplicated	chr01_2	59179052	59194758	+	1545.8	804
5406at71240	Duplicated	chr01_3	40959874	40976296	+	1554.8	804
5406at71240	Duplicated	chr01_4	50110631	50126337	+	1545.8	804
5407at71240	Duplicated	chr02_1	28146018	28168867	-	1257.5	710
5407at71240	Duplicated	chr02_2	35552596	35576763	-	1315.0	718
5407at71240	Duplicated	chr02_3	34807001	34829926	-	1313.9	710
5407at71240	Duplicated	chr02_4	29720212	29743855	-	1299.4	718
5427at71240	Duplicated	chr11_2	20960316	20963384	-	1610.7	874
