# BUSCO version is: 5.4.3 
# The lineage dataset is:  (Creation date: 2020-09-10, number of genomes: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
745at71240	Duplicated	chr03_0	10501116	10540773	+	2729.8	1629
745at71240	Duplicated	chr03_1	6295006	6338535	-	2781.2	1648
745at71240	Duplicated	chr03_4	7495981	7541446	-	2775.6	1649
769at71240	Duplicated	chr08_1	9300818	9332286	+	2866.8	1627
769at71240	Duplicated	chr08_2	8666294	8698545	+	2870.0	1596
769at71240	Duplicated	chr08_3	6910843	6943354	+	2713.4	1542
769at71240	Duplicated	chr08_4	9597184	9629695	+	2713.4	1542
779at71240	Duplicated	chr08_1	5994681	6013540	-	2062.0	1317
779at71240	Duplicated	chr08_2	4885595	4904469	-	2058.8	1310
779at71240	Duplicated	chr08_3	4509734	4528588	-	2070.4	1314
779at71240	Duplicated	chr08_4	4847920	4865821	-	2060.6	1316
793at71240	Duplicated	chr03_2	8281998	8306176	-	2319.2	1727
793at71240	Duplicated	chr03_3	8609239	8634031	-	2339.6	1724
793at71240	Duplicated	chr03_4	24373512	24393027	+	2212.7	1660
836at71240	Duplicated	chr04_1	20766378	20776554	+	1853.4	1559
836at71240	Duplicated	chr04_2	23963734	23973910	+	1853.4	1559
836at71240	Duplicated	chr04_3	22334573	22344404	+	1866.5	1734
836at71240	Duplicated	chr04_4	16836393	16846222	+	1851.0	1705
851at71240	Missing
906at71240	Duplicated	chr04_0	4081621	4092105	-	1690.1	1466
906at71240	Duplicated	chr04_3	6534656	6545143	-	1689.8	1458
906at71240	Duplicated	chr04_4	4957421	4967905	-	1690.1	1466
916at71240	Duplicated	chr07_1	45789647	45803048	+	2824.8	1664
916at71240	Duplicated	chr07_2	35883770	35897594	+	2767.2	1629
916at71240	Duplicated	chr07_3	39424627	39436921	+	2794.0	1635
916at71240	Duplicated	chr07_4	49190095	49202487	+	2866.3	1658
933at71240	Duplicated	chr01_1	54815629	54840520	-	2233.7	1326
933at71240	Duplicated	chr01_2	37804668	37829559	-	2233.7	1326
933at71240	Duplicated	chr01_3	38997764	39024927	-	2246.2	1324
933at71240	Duplicated	chr01_4	48357026	48381909	-	2242.4	1324
945at71240	Duplicated	chr07_1	48989704	49009378	-	2796.0	1552
945at71240	Duplicated	chr07_2	37966326	37985965	-	2790.8	1585
945at71240	Duplicated	chr07_3	41413920	41433610	-	2790.3	1552
945at71240	Duplicated	chr07_4	51093956	51113595	-	2790.8	1585
1064at71240	Complete	chr05_3	13690584	13746567	-	2372.8	1415
1065at71240	Duplicated	chr01_1	57882477	57902495	+	1724.3	1309
1065at71240	Duplicated	chr01_2	41080241	41098709	+	1728.8	1311
1065at71240	Duplicated	chr01_3	42494780	42513121	+	1868.4	1374
1065at71240	Duplicated	chr01_4	51037175	51055516	+	1868.4	1374
1115at71240	Complete	chr08_3	16046654	16070705	-	2324.3	1593
1147at71240	Duplicated	chr08_1	14014066	14045281	+	2048.3	1485
1147at71240	Duplicated	chr08_2	15866453	15896323	+	2074.2	1460
1147at71240	Duplicated	chr08_3	14277206	14308589	+	2078.1	1460
1158at71240	Complete	chr09_1	24660536	24676933	-	2118.6	1374
1159at71240	Complete	chr10_2	10616034	10627040	+	1796.6	1433
1162at71240	Complete	chr01_4	46540880	46554320	-	2645.2	1500
1185at71240	Duplicated	chr03_0	14206642	14236311	-	2073.3	1313
1185at71240	Duplicated	chr03_0	14552816	14579428	-	2068.4	1310
1185at71240	Duplicated	chr03_4	13992358	14021928	-	2078.4	1300
1212at71240	Duplicated	chr06_0	15843084	15903515	-	2427.5	1373
1212at71240	Duplicated	chr06_1	27824104	27887013	-	2405.3	1375
1212at71240	Duplicated	chr06_2	21778223	21841132	-	2405.3	1375
1212at71240	Duplicated	chr10_1	13414688	13466506	+	2229.2	1350
1291at71240	Complete	chr04_0	299943	326252	+	2089.2	1321
1308at71240	Duplicated	chr01_0	31220643	31234961	-	2481.4	1201
1308at71240	Duplicated	chr01_3	22842792	22857101	-	2479.4	1201
1357at71240	Duplicated	chr05_0	9494561	9517230	-	1991.4	1309
1357at71240	Duplicated	chr05_3	33034090	33056898	-	1903.7	1311
1506at71240	Duplicated	chr04_1	4402587	4411613	-	2347.9	1209
1506at71240	Duplicated	chr04_2	8742520	8751476	+	2345.9	1209
1506at71240	Duplicated	chr04_3	7525463	7534414	-	2345.7	1209
1506at71240	Duplicated	chr04_4	5670034	5679060	-	2347.9	1209
1526at71240	Duplicated	chr02_1	7488245	7508357	-	2064.7	1156
1526at71240	Duplicated	chr02_2	14683485	14703605	-	2197.2	1156
1566at71240	Duplicated	chr03_0	16792155	16844987	+	2048.3	1173
1566at71240	Duplicated	chr03_1	12406346	12459178	+	2048.3	1173
1566at71240	Duplicated	chr03_4	16788871	16836483	+	2216.6	1236
1578at71240	Duplicated	chr12_0	654438	675205	-	2184.8	1310
1578at71240	Duplicated	chr12_2	539112	559788	-	2203.4	1303
1589at71240	Duplicated	chr04_1	6125262	6130968	-	2552.1	1201
1589at71240	Duplicated	chr04_2	7008160	7013863	-	2554.3	1201
1589at71240	Duplicated	chr04_3	9683088	9688792	-	2553.2	1201
1589at71240	Duplicated	chr04_4	7443481	7449176	-	2548.5	1201
1604at71240	Duplicated	chr07_2	36699562	36707057	+	1817.2	1047
1604at71240	Duplicated	chr07_3	40225975	40233470	+	1817.2	1047
1674at71240	Duplicated	chr01_1	53449010	53471225	-	1752.5	1221
1674at71240	Duplicated	chr01_2	36438049	36460264	-	1752.5	1221
1674at71240	Duplicated	chr01_3	37867721	37890365	-	1750.6	1217
1722at71240	Duplicated	chr04_1	28648263	28662379	-	1886.9	1093
1722at71240	Duplicated	chr04_3	28990708	29002619	-	1885.6	1095
1722at71240	Duplicated	chr04_4	24022855	24034891	-	1885.3	1094
1950at71240	Duplicated	chr07_0	77604	114403	-	2088.3	1282
1950at71240	Duplicated	chr07_4	77604	114403	-	2088.3	1282
2018at71240	Duplicated	chr08_0	34515280	34524065	-	1659.4	1107
2018at71240	Duplicated	chr08_2	17753839	17762620	-	1650.5	1107
2045at71240	Duplicated	chr11_0	2942581	3002196	+	2115.4	1111
2045at71240	Duplicated	chr11_2	8912074	8968358	+	2039.9	1111
2045at71240	Duplicated	chr11_4	9244543	9301714	+	2129.8	1111
2065at71240	Duplicated	chr10_2	16221645	16234046	+	1923.2	1116
2065at71240	Duplicated	chr10_4	13947518	13959919	+	1923.2	1116
2073at71240	Duplicated	chr02_0	26593177	26606246	-	2200.1	1559
2073at71240	Duplicated	chr02_2	27142803	27156468	-	2199.4	1547
2073at71240	Duplicated	chr02_3	23672028	23685160	-	2206.0	1556
2143at71240	Missing
2268at71240	Duplicated	chr03_1	16746386	16752335	-	2257.7	1226
2268at71240	Duplicated	chr03_3	12302057	12307992	+	2168.8	1228
2268at71240	Duplicated	chr03_3	13751033	13756985	+	2254.5	1226
2268at71240	Duplicated	chr03_4	22348955	22354769	-	2216.2	1205
2327at71240	Complete	chr01_0	34350397	34370602	+	1720.2	1049
2360at71240	Duplicated	chr05_1	17906875	17913231	+	1787.2	1053
2360at71240	Duplicated	chr05_2	16971445	16977801	+	1787.2	1053
2360at71240	Duplicated	chr05_3	40772256	40778597	+	1787.7	1053
2360at71240	Duplicated	chr05_4	18508718	18515083	+	1788.0	1054
2395at71240	Duplicated	chr12_1	599951	610153	+	2162.7	1328
2395at71240	Duplicated	chr12_2	1133837	1143947	+	2175.7	1323
2395at71240	Duplicated	chr12_3	443582	453739	+	2181.9	1320
2400at71240	Duplicated	chr07_0	12259528	12266558	-	1553.5	966
2400at71240	Duplicated	chr07_1	38288492	38295522	-	1557.2	970
2400at71240	Duplicated	chr07_2	30463991	30471023	-	1548.6	966
2400at71240	Duplicated	chr07_4	43952581	43959601	-	1550.5	966
2421at71240	Duplicated	chr06_0	10818575	10833537	-	1988.2	1040
2421at71240	Duplicated	chr06_1	20900480	20914549	-	2000.8	1040
2421at71240	Duplicated	chr06_2	15835296	15849089	-	1990.5	1040
2421at71240	Duplicated	chr06_4	38542110	38555952	-	1987.5	1040
2430at71240	Duplicated	chr03_0	25396719	25478404	+	1964.7	1203
2430at71240	Duplicated	chr03_0	27073318	27093983	+	1978.0	1128
2474at71240	Complete	chr04_2	21024007	21032946	+	1882.6	1070
2499at71240	Duplicated	chr02_1	11381110	11398911	-	1855.1	1081
2499at71240	Duplicated	chr02_4	17425643	17446838	-	1944.4	1110
2529at71240	Duplicated	chr03_1	16801624	16812792	-	1747.5	1044
2529at71240	Duplicated	chr03_3	12239585	12250776	+	1815.0	1043
2529at71240	Duplicated	chr03_3	13689531	13700735	+	1809.7	1043
2529at71240	Duplicated	chr03_4	22397175	22408369	-	1811.9	1043
2585at71240	Duplicated	chr06_0	11454979	11482853	-	1688.0	1094
2585at71240	Duplicated	chr06_1	21601109	21629825	-	1688.0	1118
2585at71240	Duplicated	chr06_2	16511220	16536847	-	1689.3	1118
2585at71240	Duplicated	chr06_4	39205759	39233211	-	1689.6	1118
2753at71240	Duplicated	chr03_0	24334513	24355949	+	1848.3	1159
2753at71240	Duplicated	chr03_0	26450042	26471346	+	1879.2	1167
2753at71240	Duplicated	chr03_1	26156520	26177824	+	1879.2	1167
2869at71240	Duplicated	chr01_1	39683655	39691267	-	1476.9	915
2869at71240	Duplicated	chr01_2	22402320	22409939	+	1483.7	976
2869at71240	Duplicated	chr01_2	23699280	23706843	-	1480.7	923
2869at71240	Duplicated	chr01_3	18443927	18451546	-	1483.7	976
2873at71240	Duplicated	chr04_1	15302701	15356350	-	1792.6	1043
2873at71240	Duplicated	chr04_2	15576671	15630764	-	1789.4	1043
2873at71240	Duplicated	chr11_1	6762027	6815578	+	1795.4	1043
2884at71240	Duplicated	chr11_1	7630492	7647861	-	1479.3	1016
2884at71240	Duplicated	chr11_2	6683819	6700630	-	1565.3	995
2884at71240	Duplicated	chr11_3	6006079	6022890	-	1565.3	995
2884at71240	Duplicated	chr11_4	6710970	6728339	-	1479.3	1016
2954at71240	Duplicated	chr06_0	1997309	2024131	+	2096.3	1131
2954at71240	Duplicated	chr06_1	4268272	4295094	+	2096.3	1131
2954at71240	Duplicated	chr06_2	2209569	2237394	+	2091.1	1126
2954at71240	Duplicated	chr06_4	2209569	2237394	+	2091.1	1126
2956at71240	Duplicated	chr03_0	19445369	19450652	+	2174.1	1155
2956at71240	Duplicated	chr03_1	21939763	21945004	+	2175.0	1175
2956at71240	Duplicated	chr03_3	17665793	17671286	+	2168.9	1172
2956at71240	Duplicated	chr03_4	25901377	25906633	+	2175.2	1175
2984at71240	Duplicated	chr09_0	8326643	8342276	-	1459.9	930
2984at71240	Duplicated	chr09_4	5637791	5653380	-	1569.0	968
3053at71240	Duplicated	chr09_0	1166487	1170290	+	2341.7	1130
3053at71240	Duplicated	chr09_1	691580	695383	+	2336.1	1130
3053at71240	Duplicated	chr09_2	762929	766732	+	2340.3	1130
3053at71240	Duplicated	chr09_3	1627146	1630949	+	2340.3	1130
3053at71240	Duplicated	chr09_4	1862797	1866600	+	2341.7	1130
3069at71240	Complete	chr02_3	23024812	23029912	+	1804.6	926
3142at71240	Duplicated	chr11_0	1657897	1665664	+	1936.4	1126
3142at71240	Duplicated	chr11_2	7342053	7349843	+	1938.6	1122
3142at71240	Duplicated	chr11_4	7518781	7526540	+	1822.9	1065
3157at71240	Duplicated	chr02_1	9690000	9701252	+	1496.7	1196
3157at71240	Duplicated	chr02_3	19559554	19570806	+	1496.7	1196
3157at71240	Duplicated	chr02_4	12326831	12337989	+	1497.6	1192
3166at71240	Duplicated	chr06_0	19014101	19019467	-	2173.8	1018
3166at71240	Duplicated	chr06_3	37473424	37478791	-	2173.8	1018
3221at71240	Duplicated	chr01_1	43882874	43896050	+	1113.8	665
3221at71240	Duplicated	chr01_3	23125294	23138578	+	1096.3	638
3221at71240	Duplicated	chr01_4	40402658	40415833	+	1098.6	665
3382at71240	Duplicated	chr08_0	13937916	13963618	-	1734.9	974
3382at71240	Duplicated	chr08_3	2721862	2746654	-	1737.5	973
3382at71240	Duplicated	chr08_4	3401416	3427100	-	1735.7	973
3391at71240	Duplicated	chr01_1	53957358	53971574	+	2193.9	1105
3391at71240	Duplicated	chr01_2	36946397	36960613	+	2193.9	1105
3391at71240	Duplicated	chr01_4	47411620	47425707	+	2193.0	1105
3447at71240	Duplicated	chr04_1	5663485	5666988	+	1701.1	943
3447at71240	Duplicated	chr04_2	6612506	6616009	+	1701.0	943
3447at71240	Duplicated	chr04_3	9326551	9330054	+	1700.9	943
3447at71240	Duplicated	chr04_4	7053158	7056661	+	1700.5	943
3471at71240	Duplicated	chr11_1	8578143	8614865	-	1804.8	908
3471at71240	Duplicated	chr11_2	7998530	8041710	-	1889.7	934
3475at71240	Duplicated	chr01_1	42776107	42805439	-	1858.9	1067
3475at71240	Duplicated	chr01_3	21583750	21617533	-	1877.0	1110
3475at71240	Duplicated	chr01_4	39488588	39521310	-	1863.5	1070
3500at71240	Duplicated	chr04_1	30091386	30111832	+	1471.9	988
3500at71240	Duplicated	chr04_2	32420179	32440368	+	1471.7	988
3500at71240	Duplicated	chr04_3	30573246	30593800	+	1468.6	988
3500at71240	Duplicated	chr04_4	25507515	25527704	+	1471.7	988
3501at71240	Duplicated	chr09_1	53994739	54006041	+	1529.1	899
3501at71240	Duplicated	chr09_2	18043527	18055483	+	1530.8	903
3501at71240	Duplicated	chr09_4	23718023	23729382	+	1531.2	905
3595at71240	Duplicated	chr01_2	44102194	44116201	-	1508.8	1095
3595at71240	Duplicated	chr01_4	53844368	53858375	-	1508.8	1095
3633at71240	Duplicated	chr01_1	47598280	47612285	-	1765.2	991
3633at71240	Duplicated	chr01_3	27320013	27334143	-	1831.5	1040
3633at71240	Duplicated	chr01_4	44049590	44063720	-	1831.5	1040
3639at71240	Duplicated	chr03_0	2504055	2512290	-	1407.8	947
3639at71240	Duplicated	chr03_1	3431471	3439706	-	1409.0	948
3732at71240	Duplicated	chr06_1	19498753	19527123	+	1112.6	860
3732at71240	Duplicated	chr06_2	13741262	13774152	+	1111.3	855
3732at71240	Duplicated	chr06_3	35720451	35748821	+	1112.6	860
3732at71240	Duplicated	chr06_4	36442563	36471899	+	1123.4	855
3734at71240	Duplicated	chr03_1	26935208	26950291	-	1653.7	1028
3734at71240	Duplicated	chr03_2	13423630	13438671	-	1734.8	1026
3734at71240	Duplicated	chr03_3	18918208	18933290	-	1653.3	1027
3734at71240	Duplicated	chr03_4	30035509	30050550	-	1734.8	1026
3767at71240	Duplicated	chr03_0	21044082	21051875	-	1578.3	915
3767at71240	Duplicated	chr03_1	23319073	23326912	-	1574.8	915
3767at71240	Duplicated	chr03_3	18269577	18277373	-	1578.3	915
3767at71240	Duplicated	chr03_4	27014127	27022119	-	1574.5	915
3870at71240	Duplicated	chr09_0	3271550	3284244	+	1572.6	954
3870at71240	Duplicated	chr09_2	1961166	1973546	+	1474.4	943
3884at71240	Duplicated	chr08_1	13345860	13365902	+	2159.2	1222
3884at71240	Duplicated	chr08_2	14994604	15014810	+	2158.4	1224
3884at71240	Duplicated	chr08_3	13584856	13603508	+	2158.7	1224
3897at71240	Duplicated	chr03_0	25057298	25072960	-	1833.1	948
3897at71240	Duplicated	chr03_0	26770293	26786226	-	1824.0	949
3930at71240	Duplicated	chr11_2	24330363	24340728	+	1380.3	976
3930at71240	Duplicated	chr11_3	23703207	23713572	+	1371.0	1018
3930at71240	Duplicated	chr11_4	32688484	32698849	+	1371.0	1018
3966at71240	Duplicated	chr11_1	19180391	19190119	-	2024.7	1010
3966at71240	Duplicated	chr11_3	21185157	21194334	-	2024.1	1010
3966at71240	Duplicated	chr11_4	30558934	30568245	-	2028.9	1010
3978at71240	Duplicated	chr02_0	21929925	21938209	+	1662.0	975
3978at71240	Duplicated	chr02_4	14098547	14106559	+	1659.6	975
4043at71240	Complete	chr05_0	8135040	8205380	-	1804.3	1022
4088at71240	Duplicated	chr01_1	43227724	43245687	+	1328.5	981
4088at71240	Duplicated	chr01_3	22226675	22244480	+	1334.1	981
4088at71240	Duplicated	chr01_4	40146427	40164942	+	1469.7	997
4088at71240	Duplicated	chr11_4	8090630	8109145	-	1469.7	997
4227at71240	Duplicated	chr02_1	2232065	2273109	+	1695.6	980
4227at71240	Duplicated	chr02_2	9060495	9103336	+	1603.8	979
4227at71240	Duplicated	chr02_4	2441002	2488677	+	1690.9	978
4302at71240	Duplicated	chr06_3	17160774	17171098	-	1443.2	869
4302at71240	Duplicated	chr06_4	19196586	19206908	-	1439.4	869
4325at71240	Duplicated	chr03_0	21827295	21843042	+	1324.2	899
4325at71240	Duplicated	chr03_1	24107903	24122379	+	1345.7	875
4325at71240	Duplicated	chr03_4	27729640	27745542	+	1329.5	902
4403at71240	Duplicated	chr05_1	18963357	18969914	-	1501.4	846
4403at71240	Duplicated	chr05_2	18027927	18034484	-	1501.4	846
4403at71240	Duplicated	chr05_3	41641626	41648260	-	1500.8	846
4403at71240	Duplicated	chr05_4	19379586	19386249	-	1505.3	845
4425at71240	Duplicated	chr12_1	7387918	7421694	-	1579.4	903
4425at71240	Duplicated	chr12_3	7704557	7736761	-	1591.5	904
4425at71240	Duplicated	chr12_4	4681633	4713909	-	1588.5	904
4609at71240	Duplicated	chr09_1	47616237	47620853	+	1843.0	944
4609at71240	Duplicated	chr09_2	11451362	11455939	+	1848.8	943
4609at71240	Duplicated	chr09_3	16477464	16482150	+	1845.6	944
4757at71240	Duplicated	chr07_0	2201908	2207459	-	1135.9	634
4757at71240	Duplicated	chr07_2	377914	383733	-	1135.6	632
4757at71240	Duplicated	chr07_3	1567457	1573008	-	1130.5	634
4778at71240	Complete	chr05_3	14462707	14478389	-	1621.8	888
4807at71240	Duplicated	chr02_0	24488397	24500236	-	1353.3	883
4807at71240	Duplicated	chr02_4	16368589	16381238	-	1352.2	882
4838at71240	Duplicated	chr04_0	13133634	13158330	+	1672.4	961
4838at71240	Duplicated	chr04_1	12229226	12257869	+	1680.1	961
4838at71240	Duplicated	chr04_2	14376141	14407509	+	1678.9	963
4907at71240	Duplicated	chr03_0	22470923	22486938	-	1188.8	794
4907at71240	Duplicated	chr03_1	24697261	24713287	-	1190.5	788
4907at71240	Duplicated	chr03_4	28347650	28365587	-	1191.0	790
4918at71240	Duplicated	chr12_1	25380114	25385482	+	1144.6	879
4918at71240	Duplicated	chr12_3	30849107	30854467	-	1143.4	805
4918at71240	Duplicated	chr12_3	32831611	32836971	-	1138.3	829
4918at71240	Duplicated	chr12_4	29411198	29416558	+	1143.1	833
4933at71240	Duplicated	chr09_0	22927701	22962826	-	1861.2	971
4933at71240	Duplicated	chr09_1	52312817	52364453	-	1842.1	971
4933at71240	Duplicated	chr09_3	19045146	19083852	-	1850.1	971
5096at71240	Duplicated	chr05_0	182320	192938	-	1788.5	933
5096at71240	Duplicated	chr05_1	5717075	5728056	-	1788.9	930
5171at71240	Duplicated	chr09_1	44492651	44499605	+	1647.1	968
5171at71240	Duplicated	chr09_2	11104862	11111605	+	1622.0	941
5171at71240	Duplicated	chr09_4	18111556	18118505	+	1645.7	975
5180at71240	Duplicated	chr01_1	1030956	1043404	+	848.2	600
5180at71240	Duplicated	chr01_2	2491166	2503571	+	852.5	620
5180at71240	Duplicated	chr01_3	2214364	2226800	+	851.1	601
5180at71240	Duplicated	chr01_4	2639672	2652069	+	845.8	603
5218at71240	Duplicated	chr07_1	429612	434984	+	1777.7	865
5218at71240	Duplicated	chr07_2	870007	875392	+	1776.4	865
5218at71240	Duplicated	chr07_3	2200098	2205493	+	1777.7	865
5218at71240	Duplicated	chr07_4	1616394	1621833	+	1777.2	862
5269at71240	Duplicated	chr01_0	33308121	33354629	+	1534.9	896
5269at71240	Duplicated	chr01_0	34940433	34982047	+	1577.4	897
5269at71240	Duplicated	chr01_3	26743585	26783264	+	1573.1	899
5269at71240	Duplicated	chr01_4	43771547	43812026	+	1570.0	900
5369at71240	Duplicated	chr02_1	10382465	10385416	+	1459.7	799
5369at71240	Duplicated	chr02_2	22283570	22286521	+	1456.8	799
5369at71240	Duplicated	chr02_3	20252019	20254970	+	1459.7	799
5369at71240	Duplicated	chr02_4	13016441	13019392	+	1458.7	799
5402at71240	Complete	chr06_0	597092	629689	+	1684.9	1028
5406at71240	Complete	chr01_3	22458371	22474729	+	1554.0	804
5407at71240	Duplicated	chr02_1	10141252	10164481	-	1315.3	710
5407at71240	Duplicated	chr02_2	22040595	22063520	-	1313.9	710
5407at71240	Duplicated	chr02_3	20010806	20034035	-	1315.3	710
5407at71240	Duplicated	chr02_4	12760806	12783655	-	1257.5	710
5427at71240	Duplicated	chr11_2	24359339	24362407	-	1606.5	850
5427at71240	Duplicated	chr11_3	23723102	23726170	-	1610.6	851
5427at71240	Duplicated	chr11_4	32712357	32715425	-	1610.7	874
5504at71240	Duplicated	chr01_3	30542081	30549061	-	1603.9	897
5504at71240	Duplicated	chr01_4	45912339	45919339	-	1602.2	897
5623at71240	Duplicated	chr01_1	52564379	52585745	+	1597.4	866
5623at71240	Duplicated	chr01_2	35553418	35574784	+	1597.4	866
5623at71240	Duplicated	chr01_3	36954572	36975329	+	1603.8	866
5633at71240	Missing
5653at71240	Duplicated	chr07_1	32102135	32122540	+	1445.4	872
5653at71240	Duplicated	chr07_2	24715548	24736241	+	1488.3	875
5653at71240	Duplicated	chr07_3	29817289	29839740	+	1446.4	874
5653at71240	Duplicated	chr07_4	38472526	38493402	+	1440.0	874
5656at71240	Duplicated	chr03_1	27088404	27091568	-	1325.2	826
5656at71240	Duplicated	chr03_2	13458443	13461595	-	1330.6	825
5656at71240	Duplicated	chr03_3	19073285	19076449	-	1328.0	826
5656at71240	Duplicated	chr03_4	30070322	30073474	-	1330.6	825
5663at71240	Duplicated	chr01_0	29039323	29060545	-	1718.5	889
5663at71240	Duplicated	chr01_1	41106519	41125461	-	1713.7	889
5663at71240	Duplicated	chr01_2	25353850	25374781	-	1719.2	889
5687at71240	Duplicated	chr12_2	4275196	4289122	-	1273.9	1083
5687at71240	Duplicated	chr12_3	6512479	6534892	-	1285.1	1054
5687at71240	Duplicated	chr12_4	3965305	3979249	-	1265.9	1017
5699at71240	Duplicated	chr05_1	11948960	12021178	+	1639.3	836
5699at71240	Duplicated	chr05_2	11934863	11993837	+	1626.6	837
5699at71240	Duplicated	chr05_3	9590569	9656567	+	1635.9	835
5699at71240	Duplicated	chr05_4	13805782	13862772	+	1640.6	836
5730at71240	Duplicated	chr07_1	37727995	37731252	-	1472.1	844
5730at71240	Duplicated	chr07_2	29898199	29901456	-	1481.3	844
5730at71240	Duplicated	chr07_3	33865890	33869147	-	1474.4	844
5730at71240	Duplicated	chr07_4	43432775	43436032	-	1480.1	844
5943at71240	Duplicated	chr04_1	6294309	6310749	+	1048.8	836
5943at71240	Duplicated	chr04_2	7158053	7175525	+	1052.0	824
5943at71240	Duplicated	chr04_3	9815705	9833276	+	1055.1	824
6058at71240	Duplicated	chr04_1	23336848	23344924	+	1676.7	990
6058at71240	Duplicated	chr04_2	26283059	26290970	+	1672.8	993
6058at71240	Duplicated	chr04_3	23939024	23946849	+	1675.5	996
6058at71240	Duplicated	chr04_4	19304179	19312393	+	1678.7	997
6130at71240	Duplicated	chr10_1	564732	571760	-	1154.1	827
6130at71240	Duplicated	chr10_4	630993	638013	-	1158.1	827
6146at71240	Duplicated	chr12_1	44176867	44200773	-	1623.0	1071
6146at71240	Duplicated	chr12_2	33590814	33614995	-	1625.0	1071
6220at71240	Duplicated	chr12_0	11360533	11423078	-	1714.9	1015
6220at71240	Duplicated	chr12_1	26703039	26770941	+	1704.4	1015
6220at71240	Duplicated	chr12_2	17102362	17164872	-	1556.4	936
6220at71240	Duplicated	chr12_2	26135056	26202167	+	1711.0	1015
6428at71240	Duplicated	chr03_0	23973973	23981290	-	1531.4	871
6428at71240	Duplicated	chr03_0	25987999	25995288	-	1525.7	871
6428at71240	Duplicated	chr03_1	25822198	25829630	-	1531.6	871
6428at71240	Duplicated	chr03_4	29428003	29435292	-	1525.7	871
6441at71240	Duplicated	chr04_3	11929630	11973721	+	1593.4	1089
6441at71240	Duplicated	chr04_4	12230730	12279315	-	1596.7	1089
6442at71240	Complete	chr01_1	44743032	44750019	-	908.4	671
6496at71240	Duplicated	chr05_1	12058179	12089697	+	1295.7	770
