# BUSCO version is: 5.4.3 
# The lineage dataset is:  (Creation date: 2020-09-10, number of genomes: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
3447at71240	Complete	ST4.03ch04	9715134	9718373	+	1700.9	943
3471at71240	Complete	ST4.03ch11	8887251	8936933	-	1863.9	934
3475at71240	Complete	ST4.03ch01	62600460	62630355	-	1873.2	1111
3500at71240	Complete	ST4.03ch04	72092204	72107087	+	1469.9	988
3501at71240	Complete	ST4.03ch09	60560677	60572036	+	1531.2	905
3595at71240	Complete	ST4.03ch01	88002877	88013103	+	1507.2	1096
3633at71240	Complete	ST4.03ch01	70408564	70422568	-	1765.2	991
3639at71240	Complete	ST4.03ch03	6891621	6899856	-	1407.8	947
3732at71240	Complete	ST4.03ch06	43325586	43355026	+	1122.5	855
3734at71240	Complete	ST4.03ch03	59288265	59303347	-	1653.3	1027
3767at71240	Complete	ST4.03ch03	54074872	54085335	-	1578.0	915
3870at71240	Complete	ST4.03ch09	4315535	4327876	+	1474.4	943
3884at71240	Complete	ST4.03ch08	50284882	50305556	+	2158.4	1224
3897at71240	Complete	ST4.03ch03	58061403	58076989	-	1835.2	948
3930at71240	Complete	ST4.03ch11	43211695	43222071	+	1369.3	1005
3966at71240	Complete	ST4.03ch11	40506690	40516984	-	2024.1	1010
3978at71240	Complete	ST4.03ch02	38049590	38057602	+	1658.8	975
4043at71240	Complete	ST4.03ch05	30591898	30676610	+	1800.9	1022
4088at71240	Complete	ST4.03ch01	63233287	63251524	+	1341.5	981
4227at71240	Complete	ST4.03ch02	17343018	17386067	+	1603.8	979
4302at71240	Complete	ST4.03ch06	23932354	23943180	-	1441.6	869
4325at71240	Complete	ST4.03ch03	54843752	54859876	+	1327.6	899
4403at71240	Complete	ST4.03ch05	51261658	51268292	-	1500.8	846
4425at71240	Complete	ST4.03ch12	52818709	52852722	+	1590.0	904
4609at71240	Complete	ST4.03ch09	53035138	53039751	+	1845.4	954
4757at71240	Complete	ST4.03ch07	2494778	2500597	-	1135.0	632
4778at71240	Complete	ST4.03ch05	18799170	18815493	-	1621.8	888
4807at71240	Complete	ST4.03ch02	40475805	40487943	-	1324.1	889
4838at71240	Complete	ST4.03ch04	33147700	33174303	+	1676.5	961
4907at71240	Complete	ST4.03ch03	55474804	55491182	-	1191.7	775
4918at71240	Complete	ST4.03ch12	36058805	36064165	-	1143.4	805
4933at71240	Complete	ST4.03ch09	57270489	57309977	-	1850.1	971
5096at71240	Complete	ST4.03ch05	6630731	6642447	-	1789.7	931
5171at71240	Complete	ST4.03ch09	49998870	50005819	+	1645.7	975
5180at71240	Complete	ST4.03ch01	2724626	2737000	+	850.1	614
5218at71240	Complete	ST4.03ch07	3145570	3150955	+	1776.4	865
5269at71240	Complete	ST4.03ch01	69214110	69254235	+	1573.1	899
5369at71240	Complete	ST4.03ch02	36907350	36910301	+	1458.7	799
5402at71240	Complete	ST4.03ch06	226776	255489	+	1703.6	1028
5406at71240	Complete	ST4.03ch01	63429062	63446811	+	1540.9	804
5407at71240	Complete	ST4.03ch02	36658042	36680558	-	1207.3	673
5427at71240	Complete	ST4.03ch11	43237182	43240250	-	1608.2	851
5504at71240	Complete	ST4.03ch01	73725678	73732656	-	1602.2	897
5623at71240	Complete	ST4.03ch01	78286652	78310934	+	1528.7	866
5633at71240	Complete	ST4.03ch02	26308031	26316651	+	1207.9	935
5653at71240	Complete	ST4.03ch07	38262992	38286790	+	1446.4	874
5656at71240	Complete	ST4.03ch03	59439571	59442723	-	1327.8	825
5663at71240	Complete	ST4.03ch01	60201322	60223452	-	1721.3	890
5687at71240	Complete	ST4.03ch12	53601177	53615651	+	1273.9	1083
5699at71240	Duplicated	ST4.03ch05	13223424	13288528	+	1635.9	835
5699at71240	Duplicated	ST4.03ch06	8139270	8191730	+	1643.6	834
5730at71240	Complete	ST4.03ch07	43610100	43613357	-	1474.4	844
5943at71240	Complete	ST4.03ch04	10316773	10333174	+	1049.3	836
6058at71240	Complete	ST4.03ch04	64858045	64866390	+	1679.5	1000
6130at71240	Complete	ST4.03ch10	660098	669401	-	1157.4	827
6146at71240	Complete	ST4.03ch12	10716471	10735109	+	1625.1	1074
6220at71240	Complete	ST4.03ch12	32175822	32240233	-	1714.9	1015
6428at71240	Complete	ST4.03ch03	57026593	57034339	-	1529.6	871
6441at71240	Complete	ST4.03ch04	24792927	24845632	-	1596.3	1089
6442at71240	Complete	ST4.03ch01	65902448	65923938	-	1042.2	830
6496at71240	Complete	ST4.03ch05	13319293	13346539	+	1248.0	752
6528at71240	Complete	ST4.03ch07	13653247	13719033	-	1299.1	794
6543at71240	Complete	ST4.03ch01	67179241	67182354	-	1413.0	842
6642at71240	Complete	ST4.03ch06	52033975	52063072	+	1550.3	869
6650at71240	Complete	ST4.03ch11	6447706	6457856	-	1091.6	802
6688at71240	Complete	ST4.03ch02	5121694	5170416	+	1485.1	804
6689at71240	Complete	ST4.03ch11	3943135	3958024	+	1329.2	746
6786at71240	Complete	ST4.03ch03	53153927	53157067	+	1643.7	807
6800at71240	Complete	ST4.03ch01	2822266	2846099	-	1587.4	1004
6862at71240	Complete	ST4.03ch04	56446903	56475431	+	1271.1	842
6890at71240	Complete	ST4.03ch11	45391230	45393911	-	1226.1	751
6952at71240	Complete	ST4.03ch12	12203465	12257100	+	1585.8	808
6976at71240	Complete	ST4.03ch06	46692422	46697673	-	1573.0	798
7026at71240	Complete	ST4.03ch02	43147758	43166751	+	1154.5	795
7075at71240	Complete	ST4.03ch02	46208202	46217527	-	1790.2	1082
7149at71240	Complete	ST4.03ch07	40552657	40566128	+	1332.2	890
7249at71240	Complete	ST4.03ch03	47050130	47056072	+	1557.0	920
7309at71240	Complete	ST4.03ch01	65083994	65111224	-	1386.7	902
7345at71240	Complete	ST4.03ch08	19648957	19670403	+	659.0	467
7385at71240	Complete	ST4.03ch07	27154804	27223747	+	1585.1	841
7677at71240	Complete	ST4.03ch12	60177488	60190436	-	1608.3	1042
7711at71240	Complete	ST4.03ch10	51419385	51426399	-	1367.9	833
7858at71240	Complete	ST4.03ch05	49217139	49247127	+	1892.6	1128
7892at71240	Complete	ST4.03ch05	1540472	1558273	-	1420.7	881
7941at71240	Complete	ST4.03ch01	2684712	2687987	+	1326.2	833
7979at71240	Complete	ST4.03ch03	61569822	61577675	-	1485.1	865
8000at71240	Complete	ST4.03ch03	54006330	54012687	-	1402.0	1030
8041at71240	Complete	ST4.03ch01	34088478	34099104	+	1372.5	912
8091at71240	Complete	ST4.03ch10	57995379	57999586	+	1359.2	870
8165at71240	Complete	ST4.03ch08	56136318	56143473	+	1419.5	744
8181at71240	Complete	ST4.03ch05	347781	352625	+	1164.7	745
8294at71240	Complete	ST4.03ch07	56085168	56088074	+	1473.1	821
8311at71240	Complete	ST4.03ch04	44349196	44379563	+	1537.2	1023
8314at71240	Complete	ST4.03ch09	35824213	35840253	-	1386.6	723
8345at71240	Complete	ST4.03ch01	2847328	2858842	+	1684.5	844
8379at71240	Complete	ST4.03ch04	65767300	65799552	+	1504.5	1008
8485at71240	Duplicated	ST4.03ch01	24000974	24003367	+	1205.7	642
8485at71240	Duplicated	ST4.03ch01	41239126	41242110	-	1401.7	763
8517at71240	Complete	ST4.03ch05	20305485	20323650	-	1387.0	850
8534at71240	Complete	ST4.03ch01	67700356	67725370	-	1215.2	855
8587at71240	Duplicated	ST4.03ch02	45792280	45800565	+	1622.2	873
8587at71240	Duplicated	ST4.03ch06	55322435	55325491	+	1666.7	885
8672at71240	Complete	ST4.03ch04	28823050	28849484	+	1334.5	763
8681at71240	Complete	ST4.03ch06	57888952	57891633	+	1242.1	694
8739at71240	Complete	ST4.03ch06	50968135	50975963	-	1497.6	811
8828at71240	Complete	ST4.03ch05	10053504	10056674	-	1414.0	916
8890at71240	Complete	ST4.03ch11	4333796	4340951	-	1417.4	817
9076at71240	Complete	ST4.03ch05	12215276	12266271	-	1132.7	676
9078at71240	Complete	ST4.03ch10	1701539	1709236	-	1229.1	793
9097at71240	Complete	ST4.03ch07	55022221	55038336	+	1452.5	767
9220at71240	Complete	ST4.03ch02	34682721	34703237	+	1533.3	820
9223at71240	Complete	ST4.03ch03	48772530	48784836	+	1446.3	902
9527at71240	Complete	ST4.03ch09	39320266	39386543	+	1206.9	804
9584at71240	Complete	ST4.03ch01	35854595	35883361	-	1609.8	886
9629at71240	Duplicated	ST4.03ch03	59642747	59659503	-	1335.5	713
9629at71240	Duplicated	ST4.03ch03	59786041	59800695	+	1304.0	713
9672at71240	Complete	ST4.03ch01	74649253	74670132	+	1412.3	750
9729at71240	Complete	ST4.03ch02	34456415	34463678	+	1227.4	711
9742at71240	Missing
9957at71240	Complete	ST4.03ch11	40144676	40147288	+	1394.0	756
10104at71240	Complete	ST4.03ch07	40679358	40683695	+	933.1	624
10132at71240	Complete	ST4.03ch04	68736391	68745565	-	1224.7	741
10197at71240	Complete	ST4.03ch11	1307974	1316784	+	1312.4	851
10314at71240	Complete	ST4.03ch01	65154468	65160624	+	1451.7	740
10338at71240	Complete	ST4.03ch03	53618740	53623831	-	1434.4	709
10362at71240	Complete	ST4.03ch09	60398657	60410032	+	1480.1	756
10599at71240	Complete	ST4.03ch10	53666023	53681460	+	1229.7	728
10618at71240	Complete	ST4.03ch09	3812329	3815227	-	1392.5	730
10648at71240	Complete	ST4.03ch04	9608141	9625077	+	1392.9	707
10671at71240	Complete	ST4.03ch09	46684951	46687584	-	1199.5	707
10839at71240	Complete	ST4.03ch03	60154076	60163259	+	1320.5	817
10881at71240	Complete	ST4.03ch01	65467583	65472211	-	947.6	775
10959at71240	Complete	ST4.03ch03	59566126	59571295	+	1269.2	661
10990at71240	Complete	ST4.03ch11	18777112	18782551	-	1404.0	741
10998at71240	Complete	ST4.03ch03	54725124	54731627	-	1410.0	731
11034at71240	Complete	ST4.03ch01	75779170	75790803	-	1145.9	676
11042at71240	Complete	ST4.03ch01	3157420	3160440	-	1654.4	826
11057at71240	Complete	ST4.03ch01	29676695	29685098	-	1305.7	759
11063at71240	Complete	ST4.03ch03	60468367	60483335	-	1160.3	921
11153at71240	Complete	ST4.03ch01	87943073	87954658	-	1530.3	816
11226at71240	Complete	ST4.03ch10	59417510	59424956	+	1231.6	695
11229at71240	Complete	ST4.03ch03	37091559	37111242	+	1382.9	831
11295at71240	Complete	ST4.03ch05	6078123	6084733	-	1384.0	740
11327at71240	Complete	ST4.03ch07	41020809	41060201	-	1447.5	801
11387at71240	Complete	ST4.03ch04	71597734	71603337	-	1183.9	673
11508at71240	Complete	ST4.03ch11	10667451	10676122	+	1441.8	825
11554at71240	Complete	ST4.03ch02	37582584	37585250	+	1469.1	771
11597at71240	Complete	ST4.03ch05	4719138	4727458	-	1201.7	698
11608at71240	Complete	ST4.03ch01	60443038	60445773	-	1539.9	767
11670at71240	Complete	ST4.03ch02	35096914	35099340	-	1308.9	712
11689at71240	Complete	ST4.03ch02	28681979	28691919	+	916.2	521
11706at71240	Complete	ST4.03ch03	48443259	48445787	+	1266.5	687
11735at71240	Complete	ST4.03ch05	1614048	1620455	+	976.1	1433
11764at71240	Complete	ST4.03ch06	1643486	1652364	-	1223.6	669
11772at71240	Complete	ST4.03ch03	22175809	22181169	-	1214.0	663
11773at71240	Complete	ST4.03ch09	32588644	32601457	+	1474.1	842
11837at71240	Complete	ST4.03ch09	6741610	6753568	+	948.6	632
11919at71240	Complete	ST4.03ch06	593073	609448	+	1393.6	670
12012at71240	Complete	ST4.03ch08	40589743	40620738	-	1136.5	711
12252at71240	Complete	ST4.03ch08	50167604	50178273	+	951.6	749
12263at71240	Complete	ST4.03ch06	1197951	1206933	+	1212.4	772
12329at71240	Complete	ST4.03ch09	43843518	43847796	-	1253.0	735
12336at71240	Complete	ST4.03ch09	6971103	6975859	+	1278.8	831
12447at71240	Complete	ST4.03ch09	58123433	58131298	-	1249.3	851
12452at71240	Complete	ST4.03ch01	64273386	64297808	+	1088.9	664
12504at71240	Complete	ST4.03ch03	52696050	52703438	+	1064.0	722
12585at71240	Complete	ST4.03ch01	73522667	73527883	-	1025.4	700
12607at71240	Complete	ST4.03ch09	52509349	52519300	+	1250.2	667
12713at71240	Complete	ST4.03ch02	48457841	48532866	-	1334.8	862
12732at71240	Missing
12736at71240	Complete	ST4.03ch05	12655960	12668389	-	1287.4	688
12743at71240	Duplicated	ST4.03ch09	4748206	4759428	-	1294.7	783
12743at71240	Duplicated	ST4.03ch09	9467583	9473945	-	1346.2	783
12743at71240	Duplicated	ST4.03ch10	23430248	23438192	-	1412.4	786
12770at71240	Complete	ST4.03ch02	28643054	28645609	+	1199.6	696
12847at71240	Complete	ST4.03ch12	495441	504341	+	1150.8	699
12855at71240	Complete	ST4.03ch09	61191059	61203657	+	1005.8	654
12925at71240	Complete	ST4.03ch08	574342	587994	+	1313.4	705
13125at71240	Duplicated	ST4.03ch04	5603115	5610973	-	1316.5	695
13125at71240	Duplicated	ST4.03ch11	5708373	5717547	+	1330.5	711
13180at71240	Complete	ST4.03ch03	42828910	42844488	-	1667.0	928
13273at71240	Complete	ST4.03ch07	10653726	10656251	-	1385.7	714
13343at71240	Complete	ST4.03ch04	58426471	58429554	-	1537.1	895
13359at71240	Complete	ST4.03ch04	68603194	68610484	+	1655.1	928
13381at71240	Complete	ST4.03ch11	19426584	19451002	+	1693.7	912
13384at71240	Complete	ST4.03ch09	28933771	28937350	-	1245.3	763
13429at71240	Complete	ST4.03ch07	51255593	51285309	+	1372.3	734
13473at71240	Complete	ST4.03ch03	56495716	56498163	-	977.5	672
13637at71240	Complete	ST4.03ch07	11075485	11126530	+	1447.0	839
13683at71240	Complete	ST4.03ch02	37940195	37945735	+	1301.3	696
13746at71240	Complete	ST4.03ch08	28473448	28479345	+	906.2	847
13833at71240	Complete	ST4.03ch03	49219551	49226068	+	1194.3	675
13836at71240	Complete	ST4.03ch01	72386735	72393552	-	1051.2	615
13914at71240	Complete	ST4.03ch03	52924055	52930627	-	1121.0	650
13917at71240	Complete	ST4.03ch01	60471626	60482439	+	1050.0	585
14071at71240	Complete	ST4.03ch01	71029727	71032117	+	1228.0	695
14240at71240	Complete	ST4.03ch02	1325553	1336505	-	1134.0	805
14304at71240	Complete	ST4.03ch07	49342999	49350713	+	1265.6	614
14307at71240	Complete	ST4.03ch10	605847	628284	-	1246.1	720
14313at71240	Complete	ST4.03ch11	18493010	18495463	-	1208.9	674
14348at71240	Complete	ST4.03ch03	60859091	60862548	+	1122.8	639
14368at71240	Complete	ST4.03ch09	6512799	6529704	+	1087.2	617
14375at71240	Complete	ST4.03ch07	1111291	1113663	-	1110.5	657
14405at71240	Complete	ST4.03ch03	47494841	47502702	-	1290.9	681
14440at71240	Complete	ST4.03ch07	38878631	38884625	+	1290.1	720
14514at71240	Duplicated	ST4.03ch06	17886736	17889015	+	1221.8	692
14514at71240	Duplicated	ST4.03ch12	47584380	47587973	+	1194.7	691
14527at71240	Complete	ST4.03ch04	63999080	64011785	+	1137.0	712
14548at71240	Complete	ST4.03ch05	282559	284817	-	1090.9	670
14634at71240	Complete	ST4.03ch09	61246348	61262918	+	794.9	581
14765at71240	Complete	ST4.03ch07	10351100	10398724	+	1057.8	663
14779at71240	Duplicated	ST4.03ch02	47223659	47231946	+	1636.4	830
14779at71240	Duplicated	ST4.03ch06	34547420	34574422	-	1518.2	823
14824at71240	Complete	ST4.03ch10	23317735	23350340	-	1086.5	679
14878at71240	Complete	ST4.03ch01	75346566	75379225	+	1166.1	670
14921at71240	Complete	ST4.03ch11	6729502	6732018	+	1143.8	695
14960at71240	Complete	ST4.03ch11	8711000	8760415	+	1098.9	654
14973at71240	Complete	ST4.03ch02	7668011	7671565	+	1240.3	739
14981at71240	Complete	ST4.03ch01	86390613	86393258	-	1212.4	752
15060at71240	Complete	ST4.03ch08	51262208	51264589	+	1359.6	667
15114at71240	Complete	ST4.03ch06	42833812	42859413	-	969.7	635
15157at71240	Complete	ST4.03ch01	73257491	73260286	+	1393.0	804
15178at71240	Complete	ST4.03ch06	26542459	26558507	+	1100.6	687
15312at71240	Complete	ST4.03ch04	57655634	57670816	+	1528.6	735
15341at71240	Complete	ST4.03ch01	86443021	86460426	-	1252.9	651
15349at71240	Complete	ST4.03ch08	55122027	55131663	+	1429.9	796
15422at71240	Complete	ST4.03ch02	35004839	35008116	-	1549.5	935
15457at71240	Complete	ST4.03ch02	48404287	48415280	+	1339.2	680
15531at71240	Complete	ST4.03ch08	50226819	50228981	+	1206.7	582
15546at71240	Complete	ST4.03ch12	60250011	60252293	-	1118.1	649
15628at71240	Complete	ST4.03ch07	46925446	46935815	+	1067.1	649
15721at71240	Complete	ST4.03ch03	406668	419307	+	1137.1	638
15837at71240	Complete	ST4.03ch03	20242063	20244754	-	1182.6	711
15904at71240	Complete	ST4.03ch10	27681438	27697632	+	1241.2	640
15922at71240	Complete	ST4.03ch03	45428937	45435805	-	1109.4	624
15940at71240	Complete	ST4.03ch04	52964779	52967136	-	1211.7	671
15998at71240	Complete	ST4.03ch03	57614546	57620674	-	1366.3	769
16099at71240	Complete	ST4.03ch01	85621181	85638802	-	978.9	633
16104at71240	Complete	ST4.03ch01	1553912	1565087	-	1130.8	753
16225at71240	Complete	ST4.03ch06	59390486	59392756	-	1067.7	655
16294at71240	Complete	ST4.03ch08	47994366	48006975	-	1463.2	781
16421at71240	Complete	ST4.03ch02	30796792	30806248	+	919.7	557
16467at71240	Complete	ST4.03ch10	39111783	39114494	-	1031.2	660
16511at71240	Complete	ST4.03ch11	2365950	2374819	+	1102.9	752
16597at71240	Complete	ST4.03ch02	30525094	30527157	-	1074.7	606
16647at71240	Complete	ST4.03ch07	206305	211626	-	1140.5	618
16664at71240	Complete	ST4.03ch09	58448985	58457076	-	1178.3	637
16713at71240	Complete	ST4.03ch08	44325629	44341858	-	1072.7	591
16726at71240	Complete	ST4.03ch04	46636885	46671507	+	1441.8	784
16750at71240	Complete	ST4.03ch09	12280209	12308549	-	996.4	631
16765at71240	Complete	ST4.03ch03	49320603	49328950	-	1083.1	623
16812at71240	Complete	ST4.03ch09	53238450	53252280	+	1281.4	658
16815at71240	Complete	ST4.03ch01	79327852	79330011	+	1129.4	632
16982at71240	Complete	ST4.03ch01	77677176	77682408	-	851.9	594
17176at71240	Complete	ST4.03ch04	50196123	50208598	-	1273.3	707
17185at71240	Complete	ST4.03ch05	4277546	4300451	-	1352.4	752
17393at71240	Complete	ST4.03ch07	53661528	53664162	+	1149.8	623
17405at71240	Complete	ST4.03ch12	5368686	5370878	+	1126.5	633
17500at71240	Complete	ST4.03ch11	45115530	45122765	-	1144.2	710
17510at71240	Complete	ST4.03ch10	30105461	30107896	-	1190.0	622
17552at71240	Complete	ST4.03ch02	38840857	38847359	+	1141.6	656
17637at71240	Complete	ST4.03ch04	6218815	6224619	+	1175.3	601
17651at71240	Complete	ST4.03ch12	50796170	50805525	-	1219.5	700
17652at71240	Complete	ST4.03ch02	29932260	29955417	-	1028.3	553
17682at71240	Complete	ST4.03ch07	56515537	56527571	-	997.1	616
17694at71240	Complete	ST4.03ch07	48619315	48622350	+	1433.2	790
17804at71240	Complete	ST4.03ch04	69172191	69174719	+	1128.4	708
18099at71240	Complete	ST4.03ch08	47309169	47319954	+	1024.3	588
18197at71240	Complete	ST4.03ch08	29912130	29914658	-	1314.9	659
18261at71240	Complete	ST4.03ch07	2542355	2558516	+	1182.3	658
18383at71240	Complete	ST4.03ch04	4828813	4831368	-	1061.7	681
18397at71240	Complete	ST4.03ch12	12654029	12656221	+	1272.3	639
18462at71240	Complete	ST4.03ch03	59455402	59458029	-	1278.7	712
18560at71240	Complete	ST4.03ch08	43101260	43116996	+	1462.7	712
18602at71240	Complete	ST4.03ch01	72844296	72848440	+	361.6	424
18672at71240	Complete	ST4.03ch04	57620265	57637398	+	1243.0	1069
18677at71240	Complete	ST4.03ch08	53490711	53493773	+	924.9	613
18699at71240	Complete	ST4.03ch07	52961098	52962960	+	866.6	473
18703at71240	Complete	ST4.03ch01	85833821	85843311	+	1036.3	823
18728at71240	Complete	ST4.03ch03	40233784	40247242	+	1011.0	573
18733at71240	Complete	ST4.03ch01	79705655	79720128	+	975.1	639
18791at71240	Complete	ST4.03ch02	34080233	34085272	-	1291.5	755
18835at71240	Complete	ST4.03ch03	44677261	44679291	-	1065.5	581
19004at71240	Complete	ST4.03ch03	12902399	12921181	+	699.7	470
19023at71240	Complete	ST4.03ch11	1180735	1186249	+	1274.8	613
19155at71240	Complete	ST4.03ch08	54142235	54154171	-	1038.1	549
19175at71240	Complete	ST4.03ch03	1908396	1918303	-	1088.8	612
19245at71240	Complete	ST4.03ch01	77240070	77263689	+	957.3	575
19271at71240	Complete	ST4.03ch11	42996711	43013384	+	1213.5	894
19360at71240	Complete	ST4.03ch01	62643932	62649860	-	1304.9	636
19410at71240	Complete	ST4.03ch02	9435475	9438219	-	1064.6	593
19429at71240	Complete	ST4.03ch05	20390059	20409134	+	1021.1	650
19625at71240	Complete	ST4.03ch11	41712506	41718699	-	1336.6	643
19695at71240	Complete	ST4.03ch09	37599663	37664070	-	982.6	599
19725at71240	Complete	ST4.03ch07	53206424	53213619	-	1050.6	555
19728at71240	Complete	ST4.03ch11	40424873	40435682	-	1242.3	635
19733at71240	Complete	ST4.03ch04	69543463	69555648	-	1121.4	585
19747at71240	Complete	ST4.03ch02	42687370	42692693	-	1057.9	702
19748at71240	Complete	ST4.03ch01	72743629	72745713	+	1150.9	600
19822at71240	Complete	ST4.03ch08	39905132	39918830	+	1127.7	584
