# BUSCO version is: 5.4.3 
# The lineage dataset is:  (Creation date: 2020-09-10, number of genomes: 31, number of BUSCOs: 2326)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
15157at71240	Complete	chr01	74322695	74325490	+	1393.0	804
15178at71240	Complete	chr06	27763321	27779369	+	1100.6	687
15312at71240	Complete	chr04	55405503	55420687	+	1528.6	735
15341at71240	Complete	chr01	86672331	86689736	-	1252.9	651
15349at71240	Complete	chr08	57537841	57547515	+	1429.9	796
15422at71240	Complete	chr02	33112084	33115361	-	1549.5	935
15457at71240	Complete	chr02	45905356	45916349	+	1339.2	680
15531at71240	Complete	chr08	52700938	52703100	+	1206.7	582
15546at71240	Complete	chr12	1186317	1188599	+	1118.1	649
15628at71240	Complete	chr07	48288125	48298494	+	1067.1	649
15721at71240	Complete	chr03	464115	476754	+	1137.1	638
15837at71240	Complete	chr03	23689949	23692640	-	1182.6	711
15904at71240	Complete	chr10	34814785	34830483	+	1241.2	640
15922at71240	Complete	chr03	47298231	47304951	+	1109.4	624
15940at71240	Complete	chr04	51135733	51138090	-	1211.7	671
15998at71240	Complete	chr03	56085737	56091865	-	1366.3	769
16099at71240	Complete	chr01	85919958	85937581	-	978.9	633
16104at71240	Complete	chr01	1640773	1651930	-	1130.8	753
16225at71240	Complete	chr06	59012797	59015067	-	1067.7	655
16294at71240	Complete	chr08	50561588	50573699	-	1462.3	781
16421at71240	Complete	chr02	29267260	29276296	+	919.7	557
16467at71240	Duplicated	chr07	7376951	7379839	-	1155.5	735
16467at71240	Duplicated	chr10	7959721	7962432	-	1031.2	660
16511at71240	Complete	chr11	3115976	3124845	+	1102.9	752
16597at71240	Complete	chr02	29005920	29007983	-	1074.7	606
16647at71240	Complete	chr07	329141	334463	-	1140.5	618
16664at71240	Complete	chr09	64577030	64585121	-	1178.3	637
16713at71240	Complete	chr08	46810662	46826468	-	1072.7	591
16726at71240	Complete	chr04	45771837	45804988	-	1441.8	784
16750at71240	Complete	chr09	12028274	12056057	-	996.4	631
16765at71240	Complete	chr03	43451277	43459037	+	1083.1	623
16812at71240	Complete	chr09	59910280	59923721	+	1281.4	658
16815at71240	Complete	chr01	79930518	79932677	+	1129.4	632
16982at71240	Complete	chr01	78364630	78369862	-	851.9	594
17176at71240	Complete	chr04	48518738	48531219	-	1273.3	707
17185at71240	Complete	chr05	4273733	4296890	-	1352.4	752
17393at71240	Complete	chr07	54598844	54601478	+	1149.8	623
17405at71240	Complete	chr12	54370381	54372573	-	1126.5	633
17500at71240	Complete	chr11	46421861	46429096	-	1144.2	710
17510at71240	Complete	chr10	37224650	37227085	-	1190.0	622
17552at71240	Complete	chr02	36719410	36725912	+	1141.6	656
17637at71240	Complete	chr04	7147076	7152260	+	1175.3	601
17651at71240	Complete	chr12	9981105	9990438	+	1219.5	700
17652at71240	Complete	chr02	28464189	28487302	-	1028.3	553
17682at71240	Complete	chr07	57400982	57413016	-	997.1	616
17694at71240	Complete	chr07	49807502	49810537	+	1433.2	790
17804at71240	Complete	chr04	66230595	66233123	+	1128.4	708
18099at71240	Complete	chr08	49689022	49699511	+	1024.3	588
18197at71240	Complete	chr08	20186832	20189360	+	1314.9	659
18261at71240	Complete	chr07	2507381	2522948	+	1182.3	658
18383at71240	Complete	chr04	5986533	5989088	-	1061.7	681
18397at71240	Complete	chr12	47361667	47363859	-	1272.3	639
18462at71240	Complete	chr03	57915675	57918302	-	1278.7	712
18560at71240	Complete	chr08	45724271	45739461	+	1462.7	712
18602at71240	Complete	chr01	73936191	73940335	+	361.6	424
18672at71240	Complete	chr04	55370069	55387229	+	1243.0	1069
18677at71240	Complete	chr08	55959756	55962818	+	924.9	613
18699at71240	Complete	chr07	53929459	53931321	+	866.6	473
18703at71240	Complete	chr01	86122194	86131685	+	1036.3	823
18728at71240	Complete	chr03	39478905	39492310	+	1011.0	573
18733at71240	Complete	chr01	80306955	80321422	+	975.1	639
18791at71240	Complete	chr02	32216585	32221624	-	1291.5	755
18835at71240	Complete	chr03	47984743	47986773	+	1065.5	581
19004at71240	Complete	chr03	27773713	27791678	+	699.7	470
19023at71240	Complete	chr11	1478233	1483747	+	1274.8	613
19155at71240	Complete	chr08	56590119	56602055	-	1038.1	549
19175at71240	Complete	chr03	1995300	2004356	-	1088.8	612
19245at71240	Complete	chr01	77931605	77954911	+	957.3	575
19271at71240	Complete	chr11	44476589	44492752	+	1213.5	894
19360at71240	Complete	chr01	64177563	64183491	-	1304.9	636
19410at71240	Complete	chr02	9300083	9302827	-	1064.6	593
19429at71240	Complete	chr05	20326196	20344998	+	1021.1	650
19625at71240	Complete	chr11	43139318	43145511	-	1336.6	643
19695at71240	Complete	chr09	35736123	35799444	+	982.6	599
19725at71240	Complete	chr07	54171117	54178312	-	1050.6	555
19728at71240	Complete	chr11	41924889	41935274	-	1242.3	635
19733at71240	Complete	chr04	66503542	66515293	-	1121.4	585
19747at71240	Complete	chr02	40384532	40389855	-	1057.9	702
19748at71240	Complete	chr01	73835815	73837899	+	1150.9	600
19822at71240	Complete	chr08	42959783	42973481	+	1127.7	584
19833at71240	Complete	chr04	67419135	67423860	-	1036.8	587
19871at71240	Complete	chr08	58789288	58797345	+	1273.2	643
19978at71240	Complete	chr01	71049887	71062838	-	1205.5	652
20140at71240	Complete	chr03	42324696	42342102	+	1128.4	633
20162at71240	Complete	chr09	63681105	63751937	+	1112.2	633
20228at71240	Complete	chr09	58893626	58899541	+	1405.9	710
20541at71240	Complete	chr09	59476139	59478541	-	1340.5	690
20658at71240	Complete	chr09	2612852	2614912	+	1082.1	598
20742at71240	Complete	chr02	3583463	3610511	+	931.2	528
20744at71240	Complete	chr09	435263	437323	-	986.3	600
20794at71240	Complete	chr02	28133202	28139097	-	1061.7	542
20830at71240	Complete	chr02	44236950	44243648	+	1254.2	765
20853at71240	Complete	chr04	47808172	47810409	-	944.9	587
20867at71240	Complete	chr01	71832135	71837726	-	979.1	593
20948at71240	Complete	chr09	66468047	66480844	-	1069.3	562
21217at71240	Complete	chr02	3762118	3818033	-	1136.9	806
21302at71240	Complete	chr02	36917259	36919751	+	1320.0	719
21329at71240	Complete	chr06	30638834	30649354	-	957.0	620
21421at71240	Complete	chr07	46136712	46143768	+	1119.2	528
21443at71240	Duplicated	chr05	44883992	44902474	+	1029.9	653
21443at71240	Duplicated	chr10	52208023	52215711	-	957.2	651
21451at71240	Complete	chr01	3465699	3482892	-	751.1	518
21465at71240	Complete	chr11	3830025	3832472	+	1133.3	658
21622at71240	Complete	chr02	37941629	37943590	+	1050.0	574
21725at71240	Complete	chr01	87516089	87518398	-	1060.0	662
21873at71240	Complete	chr02	32882970	32896594	-	1062.5	692
21921at71240	Complete	chr01	88276575	88284461	-	1041.8	541
21992at71240	Complete	chr02	37793816	37817926	-	1032.7	584
22149at71240	Complete	chr03	57819480	57822363	-	996.9	565
22154at71240	Complete	chr01	76167476	76180349	-	881.9	545
22198at71240	Complete	chr09	64613027	64628482	+	941.8	672
22219at71240	Complete	chr02	35056168	35064445	-	899.0	537
22243at71240	Complete	chr09	9605932	9611218	-	1162.3	658
22351at71240	Complete	chr03	29844093	29859464	+	1057.5	510
22384at71240	Complete	chr10	43481197	43519524	-	962.6	603
22403at71240	Complete	chr10	654150	666688	-	801.6	553
22497at71240	Complete	chr03	53077446	53092352	+	922.3	706
22511at71240	Complete	chr03	58958723	58961805	-	1018.9	561
22547at71240	Complete	chr05	3951328	3961694	-	1167.7	586
22621at71240	Complete	chr01	18483377	18501000	+	1147.9	586
22630at71240	Complete	chr04	61050398	61052452	+	940.3	573
22632at71240	Complete	chr08	42093175	42110974	-	919.8	570
22754at71240	Complete	chr08	42487537	42494976	+	785.3	440
22813at71240	Complete	chr08	49861964	49865345	+	1172.2	603
22844at71240	Complete	chr11	4026556	4033112	-	980.5	586
22901at71240	Complete	chr05	12153425	12162730	+	1097.5	688
22952at71240	Complete	chr06	49014159	49025867	+	1014.4	573
22981at71240	Complete	chr03	48011175	48027008	+	1328.7	855
23003at71240	Complete	chr02	25378344	25383045	-	818.4	593
23032at71240	Complete	chr04	33317254	33354145	+	1138.1	594
23089at71240	Complete	chr12	48840401	48850186	-	1047.3	562
23176at71240	Complete	chr04	4394109	4396436	-	1185.1	631
23194at71240	Complete	chr07	1349520	1352330	-	1340.2	729
23252at71240	Complete	chr01	85161653	85163953	+	1055.6	627
23256at71240	Duplicated	chr09	58941914	58952780	+	741.1	561
23256at71240	Duplicated	chr09	58960773	58972940	+	709.2	556
23261at71240	Complete	chr09	50870312	50890424	-	724.9	541
23397at71240	Complete	chr04	64200940	64203812	-	980.9	595
23463at71240	Complete	chr09	5042416	5056851	+	894.3	582
23535at71240	Complete	chr01	84316834	84331782	+	1176.1	750
23567at71240	Complete	chr12	58517444	58523034	+	1399.6	942
23603at71240	Complete	chr12	1718513	1731148	+	986.5	564
