HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N6.HOG0000291	OG0000012	n693																jl_g35048.t2_1, jl_g35048.t1_1
N6.HOG0000292	OG0000012	n733																jl_g26139.t1_1, jl_g26139.t2_1
N6.HOG0000293	OG0000013	n6																jl_g14255.t1_1, jl_g19636.t1_1
N6.HOG0000294	OG0000013	n31																jl_g9719.t1_1
N6.HOG0000295	OG0000013	n34																jl_g24101.t1_1
N6.HOG0000296	OG0000013	n90																jl_g12089.t1_1
N6.HOG0000297	OG0000013	n91																jl_g16545.t1_1
N6.HOG0000298	OG0000013	n100																jl_g37287.t1_1
N6.HOG0000299	OG0000013	n104																jl_g26574.t1_1
N6.HOG0000300	OG0000013	n108																jl_g42297.t1_1
N6.HOG0000301	OG0000013	n115																jl_g27106.t1_1
N6.HOG0000302	OG0000013	n129																jl_g35544.t1_1
N6.HOG0000303	OG0000013	n158																jl_g7854.t1_1
N6.HOG0000304	OG0000013	n165																jl_g35073.t1_1
N6.HOG0000305	OG0000013	n174																jl_g8017.t1_1
N6.HOG0000306	OG0000013	n193																jl_g13664.t1_1
N6.HOG0000307	OG0000013	n218																jl_g8347.t1_1, jl_g26025.t1_1
N6.HOG0000308	OG0000013	n246																jl_g28422.t1_1
N6.HOG0000309	OG0000013	n251																jl_g25870.t1_1
N6.HOG0000310	OG0000013	n256																jl_g14080.t1_1
N6.HOG0000311	OG0000013	n290																jl_g17085.t1_1
N6.HOG0000312	OG0000013	n303																jl_g1689.t1_1
N6.HOG0000313	OG0000013	n305																jl_g16545.t2_1
N6.HOG0000314	OG0000013	n325																jl_g36224.t1_1
N6.HOG0000315	OG0000013	n327																jl_g28999.t1_1, jl_g36487.t1_1
N6.HOG0000316	OG0000013	n337																jl_g18873.t1_1, jl_g36236.t1_1
N6.HOG0000317	OG0000013	n340																jl_g37347.t1_1, jl_g37347.t2_1
N6.HOG0000318	OG0000013	n345																jl_g22734.t1_1
N6.HOG0000319	OG0000013	n351																jl_g4230.t1_1
N6.HOG0000320	OG0000013	n354																jl_g7475.t1_1
N6.HOG0000321	OG0000013	n378																jl_g8583.t1_1, jl_g35532.t1_1, jl_g24952.t1_1
N6.HOG0000322	OG0000013	n391																jl_g8603.t1_1
N6.HOG0000323	OG0000013	n415																jl_g22072.t1_1
N6.HOG0000324	OG0000013	n430																jl_g7967.t1_1
N6.HOG0000325	OG0000013	n436																jl_g35366.t1_1
N6.HOG0000326	OG0000013	n460																jl_g16759.t1_1
N6.HOG0000327	OG0000013	n471																jl_g8276.t1_1
N6.HOG0000328	OG0000013	n496																jl_g26880.t1_1, jl_g122.t1_1
N6.HOG0000329	OG0000013	n501																jl_g17502.t1_1
N6.HOG0000330	OG0000013	n520																jl_g36939.t1_1
N6.HOG0000331	OG0000013	n533																jl_g32230.t1_1
N6.HOG0000332	OG0000013	n535																jl_g33541.t1_1
N6.HOG0000333	OG0000013	n601																jl_g34949.t1_1
N6.HOG0000334	OG0000013	n602																jl_g13544.t1_1
N6.HOG0000335	OG0000013	n604																jl_g42571.t1_1
N6.HOG0000336	OG0000013	n609																jl_g16941.t1_1
N6.HOG0000337	OG0000013	n622																jl_g25943.t1_1
N6.HOG0000338	OG0000013	n626																jl_g21240.t1_1
N6.HOG0000339	OG0000013	n628																jl_g426.t1_1, jl_g1631.t1_1
N6.HOG0000340	OG0000013	n640																jl_g32454.t1_1, jl_g8457.t2_1, jl_g41188.t1_1, jl_g41193.t1_1
N6.HOG0000341	OG0000013	n647																jl_g8334.t1_1
N6.HOG0000342	OG0000013	n657																jl_g32204.t1_1
N6.HOG0000343	OG0000013	n660																jl_g137.t1_1, jl_g8052.t1_1, jl_g8508.t1_1
N6.HOG0000344	OG0000013	n698																jl_g17115.t1_1
N6.HOG0000345	OG0000014	n1																jl_g34385.t1_1
N6.HOG0000346	OG0000014	n126																jl_g24711.t1_1
N6.HOG0000347	OG0000014	n129																jl_g41125.t1_1
N6.HOG0000348	OG0000014	n138																jl_g26175.t1_1
N6.HOG0000349	OG0000014	n142																jl_g27160.t1_1, jl_g19632.t1_1
N6.HOG0000350	OG0000014	n150																jl_g41125.t2_1
N6.HOG0000351	OG0000014	n152																jl_g18679.t1_1
N6.HOG0000352	OG0000014	n164																jl_g38434.t1_1
N6.HOG0000353	OG0000014	n177																jl_g38472.t2_1
N6.HOG0000354	OG0000014	n179																jl_g12551.t1_1
N6.HOG0000355	OG0000014	n180																jl_g27158.t1_1
N6.HOG0000356	OG0000014	n195																jl_g12488.t1_1
N6.HOG0000357	OG0000014	n196																jl_g28237.t2_1
N6.HOG0000358	OG0000014	n197																jl_g21913.t1_1
N6.HOG0000359	OG0000014	n205																jl_g8058.t1_1
N6.HOG0000360	OG0000014	n223																jl_g33951.t1_1
N6.HOG0000361	OG0000014	n243																jl_g21791.t1_1
N6.HOG0000362	OG0000014	n269																jl_g19346.t1_1
N6.HOG0000363	OG0000014	n302																jl_g25702.t1_1
N6.HOG0000364	OG0000014	n321																jl_g16194.t1_1, jl_g3569.t3_1
N6.HOG0000365	OG0000014	n332																jl_g21102.t1_1
N6.HOG0000366	OG0000014	n335																jl_g27379.t1_1
N6.HOG0000367	OG0000014	n342																jl_g29647.t1_1
N6.HOG0000368	OG0000014	n348																jl_g13895.t1_1
N6.HOG0000369	OG0000014	n358																jl_g21879.t1_1
N6.HOG0000370	OG0000014	n370																jl_g1584.t1_1
N6.HOG0000371	OG0000014	n387																jl_g21305.t1_1
N6.HOG0000372	OG0000014	n408																jl_g1452.t1_1
N6.HOG0000373	OG0000014	n417																jl_g14245.t1_1, jl_g23091.t2_1
N6.HOG0000374	OG0000014	n424																jl_g17763.t1_1
N6.HOG0000375	OG0000014	n437																jl_g19345.t1_1, jl_g901.t1_1
N6.HOG0000376	OG0000014	n442																jl_g36582.t1_1, jl_g11065.t1_1
N6.HOG0000377	OG0000014	n451																jl_g21929.t1_1
N6.HOG0000378	OG0000014	n458																jl_g27378.t1_1
N6.HOG0000379	OG0000014	n460																jl_g26175.t2_1
N6.HOG0000380	OG0000014	n463																jl_g21913.t2_1
N6.HOG0000381	OG0000014	n469																jl_g26545.t1_1
N6.HOG0000382	OG0000014	n483																jl_g18256.t1_1
N6.HOG0000383	OG0000014	n486																jl_g7381.t1_1
N6.HOG0000384	OG0000014	n488																jl_g24212.t1_1
N6.HOG0000385	OG0000014	n524																jl_g33952.t1_1
N6.HOG0000386	OG0000014	n526																jl_g19609.t1_1
N6.HOG0000387	OG0000014	n527																jl_g6586.t1_1
N6.HOG0000388	OG0000014	n537																jl_g647.t1_1
N6.HOG0000389	OG0000014	n538																jl_g25715.t1_1
N6.HOG0000390	OG0000014	n543																jl_g42105.t1_1
N6.HOG0000391	OG0000014	n546																jl_g38071.t1_1
N6.HOG0000392	OG0000014	n553																jl_g15472.t1_1
N6.HOG0000393	OG0000014	n554																jl_g99.t1_1, jl_g41879.t1_1
N6.HOG0000394	OG0000014	n571																jl_g18091.t1_1
N6.HOG0000395	OG0000014	n574																jl_g34762.t2_1, jl_g4154.t2_1, jl_g32482.t1_1
N6.HOG0000396	OG0000014	n579																jl_g42468.t1_1, jl_g38472.t1_1
N6.HOG0000397	OG0000014	n589																jl_g35002.t1_1
N6.HOG0000398	OG0000014	n626																jl_g38070.t1_1
N6.HOG0000399	OG0000014	n636																jl_g28152.t1_1
N6.HOG0000400	OG0000014	n643																jl_g18255.t1_1
N6.HOG0000401	OG0000014	n645																jl_g646.t1_1
N6.HOG0000402	OG0000014	n649																jl_g10131.t1_1
N6.HOG0000403	OG0000014	n655																jl_g3193.t2_1, jl_g8305.t1_1, jl_g14978.t1_1, jl_g17439.t1_1
N6.HOG0000404	OG0000014	n668																jl_g13894.t1_1
N6.HOG0000405	OG0000016	n2															W103_g5975.t1_1	
N6.HOG0000406	OG0000016	n9															W103_g32937.t1_1	jl_g27056.t1_1
N6.HOG0000407	OG0000016	n22																jl_g15907.t2_1, jl_g15907.t1_1
