HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N11.HOG0000074	OG0000002	n608					ERB_F3_g3114.t1_1											
N11.HOG0000075	OG0000002	n610					ERB_F3_g1214.t1_1											
N11.HOG0000076	OG0000002	n612					ERB_F3_g19885.t1_1	HO40_23xERB_hirisehap1_g1477.t1_1, HO40_23xERB_hirisehap1_g16631.t1_1										
N11.HOG0000077	OG0000002	n614					ERB_F3_g13308.t1_1											
N11.HOG0000078	OG0000002	n615					ERB_F3_g5178.t1_1											
N11.HOG0000079	OG0000002	n639						HO40_23xERB_hirisehap1_g31345.t1_1										
N11.HOG0000080	OG0000002	n640						HO40_23xERB_hirisehap1_g31759.t1_1										
N11.HOG0000081	OG0000002	n641					ERB_F3_g21731.t1_1											
N11.HOG0000082	OG0000002	n643					ERB_F3_g24657.t1_1	HO40_23xERB_hirisehap1_g34628.t1_1										
N11.HOG0000083	OG0000002	n645					ERB_F3_g31568.t1_1											
N11.HOG0000084	OG0000002	n665					ERB_F3_g32392.t1_1											
N11.HOG0000085	OG0000002	n678						HO40_23xERB_hirisehap1_g20612.t1_1, HO40_23xERB_hirisehap1_g27205.t1_1										
N11.HOG0000086	OG0000002	n685						HO40_23xERB_hirisehap1_g34184.t1_1										
N11.HOG0000087	OG0000002	n687						HO40_23xERB_hirisehap1_g19851.t1_1										
N11.HOG0000088	OG0000002	n693					ERB_F3_g5490.t1_1	HO40_23xERB_hirisehap1_g1167.t1_1										
N11.HOG0000089	OG0000002	n702					ERB_F3_g30044.t1_1											
N11.HOG0000090	OG0000002	n709					ERB_F3_g18281.t1_1, ERB_F3_g1237.t1_1, ERB_F3_g29079.t1_1	HO40_23xERB_hirisehap1_g2879.t1_1										
N11.HOG0000091	OG0000002	n722					ERB_F3_g1052.t1_1	HO40_23xERB_hirisehap1_g30927.t1_1										
N11.HOG0000092	OG0000002	n726					ERB_F3_g8297.t1_1, ERB_F3_g3033.t1_1	HO40_23xERB_hirisehap1_g28937.t1_1										
N11.HOG0000093	OG0000002	n734					ERB_F3_g32441.t1_1											
N11.HOG0000094	OG0000002	n740					ERB_F3_g15341.t1_1											
N11.HOG0000095	OG0000002	n742						HO40_23xERB_hirisehap1_g3650.t1_1										
N11.HOG0000096	OG0000002	n743					ERB_F3_g15795.t1_1											
N11.HOG0000097	OG0000002	n745					ERB_F3_g30053.t1_1											
N11.HOG0000098	OG0000002	n748						HO40_23xERB_hirisehap1_g12857.t1_1										
N11.HOG0000099	OG0000002	n749					ERB_F3_g28996.t1_1	HO40_23xERB_hirisehap1_g3823.t1_1										
N11.HOG0000100	OG0000002	n760						HO40_23xERB_hirisehap1_g610.t1_1										
N11.HOG0000101	OG0000002	n766						HO40_23xERB_hirisehap1_g11026.t1_1										
N11.HOG0000102	OG0000002	n770					ERB_F3_g3240.t1_1	HO40_23xERB_hirisehap1_g31128.t1_1										
N11.HOG0000103	OG0000002	n780					ERB_F3_g26165.t1_1, ERB_F3_g32262.t1_1											
N11.HOG0000104	OG0000002	n784						HO40_23xERB_hirisehap1_g3270.t1_1										
N11.HOG0000105	OG0000002	n800						HO40_23xERB_hirisehap1_g27588.t1_1										
N11.HOG0000106	OG0000002	n805						HO40_23xERB_hirisehap1_g28412.t1_1										
N11.HOG0000107	OG0000002	n813						HO40_23xERB_hirisehap1_g20565.t1_1										
N11.HOG0000108	OG0000002	n821					ERB_F3_g24261.t1_1											
N11.HOG0000109	OG0000002	n826					ERB_F3_g14702.t1_1											
N11.HOG0000110	OG0000002	n840					ERB_F3_g35437.t1_1											
N11.HOG0000111	OG0000002	n841					ERB_F3_g21697.t1_1											
N11.HOG0000112	OG0000002	n852					ERB_F3_g26230.t1_1											
N11.HOG0000113	OG0000002	n866						HO40_23xERB_hirisehap1_g1255.t1_1										
N11.HOG0000114	OG0000002	n877					ERB_F3_g1070.t1_1	HO40_23xERB_hirisehap1_g34235.t1_1										
N11.HOG0000115	OG0000002	n883						HO40_23xERB_hirisehap1_g1524.t1_1										
N11.HOG0000116	OG0000002	n884					ERB_F3_g37232.t1_1											
N11.HOG0000117	OG0000002	n889					ERB_F3_g29166.t1_1											
N11.HOG0000118	OG0000002	n892						HO40_23xERB_hirisehap1_g12556.t1_1										
N11.HOG0000119	OG0000002	n899					ERB_F3_g5994.t1_1	HO40_23xERB_hirisehap1_g28398.t1_1, HO40_23xERB_hirisehap1_g14096.t1_1										
N11.HOG0000120	OG0000002	n917						HO40_23xERB_hirisehap1_g16489.t1_1										
N11.HOG0000121	OG0000002	n922					ERB_F3_g2651.t1_1	HO40_23xERB_hirisehap1_g25444.t1_1, HO40_23xERB_hirisehap1_g20578.t1_1										
N11.HOG0000122	OG0000002	n931					ERB_F3_g26130.t1_1	HO40_23xERB_hirisehap1_g24578.t1_1										
N11.HOG0000123	OG0000002	n933					ERB_F3_g5599.t1_1											
N11.HOG0000124	OG0000002	n942					ERB_F3_g7903.t1_1, ERB_F3_g27236.t1_1											
N11.HOG0000125	OG0000002	n946					ERB_F3_g1548.t1_1											
N11.HOG0000126	OG0000002	n947					ERB_F3_g18205.t1_1											
N11.HOG0000127	OG0000002	n949					ERB_F3_g26199.t1_1	HO40_23xERB_hirisehap1_g24327.t1_1										
N11.HOG0000128	OG0000002	n990						HO40_23xERB_hirisehap1_g16751.t1_1, HO40_23xERB_hirisehap1_g21319.t1_1										
N11.HOG0000129	OG0000002	n991						HO40_23xERB_hirisehap1_g2642.t1_1										
N11.HOG0000130	OG0000002	n1005						HO40_23xERB_hirisehap1_g28599.t1_1										
N11.HOG0000131	OG0000002	n1012						HO40_23xERB_hirisehap1_g28252.t1_1										
N11.HOG0000132	OG0000002	n1018					ERB_F3_g30029.t1_1											
N11.HOG0000133	OG0000002	n1020						HO40_23xERB_hirisehap1_g1488.t1_1										
N11.HOG0000134	OG0000002	n1024						HO40_23xERB_hirisehap1_g13465.t1_1										
N11.HOG0000135	OG0000002	n1033						HO40_23xERB_hirisehap1_g27842.t1_1										
N11.HOG0000136	OG0000002	n1034					ERB_F3_g29243.t1_1											
N11.HOG0000137	OG0000002	n1044						HO40_23xERB_hirisehap1_g20066.t1_1										
N11.HOG0000138	OG0000007	n9					ERB_F3_g25232.t1_1	HO40_23xERB_hirisehap1_g30577.t1_1										
N11.HOG0000139	OG0000007	n40					ERB_F3_g38300.t2_1											
N11.HOG0000140	OG0000007	n59					ERB_F3_g27426.t1_1											
N11.HOG0000141	OG0000007	n69					ERB_F3_g1722.t1_1											
N11.HOG0000142	OG0000007	n77					ERB_F3_g14831.t1_1											
N11.HOG0000143	OG0000007	n80					ERB_F3_g8036.t1_1											
N11.HOG0000144	OG0000007	n84					ERB_F3_g18215.t1_1, ERB_F3_g30080.t1_1											
N11.HOG0000145	OG0000007	n103					ERB_F3_g5792.t1_1											
N11.HOG0000146	OG0000007	n125						HO40_23xERB_hirisehap1_g16221.t1_1										
N11.HOG0000147	OG0000007	n137					ERB_F3_g11123.t1_1											
N11.HOG0000148	OG0000007	n151					ERB_F3_g4444.t1_1											
N11.HOG0000149	OG0000007	n153					ERB_F3_g5858.t1_1											
N11.HOG0000150	OG0000007	n177					ERB_F3_g3230.t1_1	HO40_23xERB_hirisehap1_g12553.t1_1										
N11.HOG0000151	OG0000007	n227					ERB_F3_g1542.t1_1											
N11.HOG0000152	OG0000007	n229					ERB_F3_g38301.t1_1											
N11.HOG0000153	OG0000007	n245					ERB_F3_g16602.t1_1											
N11.HOG0000154	OG0000007	n261						HO40_23xERB_hirisehap1_g4708.t1_1										
N11.HOG0000155	OG0000007	n283					ERB_F3_g15443.t1_1											
N11.HOG0000156	OG0000007	n289					ERB_F3_g17959.t1_1, ERB_F3_g28459.t1_1											
N11.HOG0000157	OG0000007	n360						HO40_23xERB_hirisehap1_g4709.t1_1										
N11.HOG0000158	OG0000007	n384					ERB_F3_g7254.t1_1											
N11.HOG0000159	OG0000007	n385					ERB_F3_g33623.t1_1											
N11.HOG0000160	OG0000007	n399						HO40_23xERB_hirisehap1_g29090.t1_1										
N11.HOG0000161	OG0000007	n411						HO40_23xERB_hirisehap1_g16329.t2_1, HO40_23xERB_hirisehap1_g16329.t1_1										
N11.HOG0000162	OG0000007	n415					ERB_F3_g401.t1_1	HO40_23xERB_hirisehap1_g30032.t1_1										
N11.HOG0000163	OG0000007	n439						HO40_23xERB_hirisehap1_g31175.t1_1										
N11.HOG0000164	OG0000007	n480					ERB_F3_g14832.t1_1											
N11.HOG0000165	OG0000007	n511						HO40_23xERB_hirisehap1_g31174.t1_1										
N11.HOG0000166	OG0000007	n515					ERB_F3_g5757.t1_1											
N11.HOG0000167	OG0000007	n520					ERB_F3_g31831.t1_1, ERB_F3_g9496.t1_1	HO40_23xERB_hirisehap1_g34843.t1_1										
N11.HOG0000168	OG0000007	n528					ERB_F3_g1543.t1_1	HO40_23xERB_hirisehap1_g4969.t1_1										
N11.HOG0000169	OG0000007	n548					ERB_F3_g32864.t1_1	HO40_23xERB_hirisehap1_g30443.t1_1										
N11.HOG0000170	OG0000007	n554					ERB_F3_g5756.t1_1, ERB_F3_g12951.t1_1	HO40_23xERB_hirisehap1_g16825.t1_1										
N11.HOG0000171	OG0000007	n564						HO40_23xERB_hirisehap1_g29375.t1_1										
N11.HOG0000172	OG0000007	n573					ERB_F3_g13586.t1_1											
N11.HOG0000173	OG0000007	n593					ERB_F3_g31830.t1_1											
N11.HOG0000174	OG0000007	n605					ERB_F3_g12950.t1_1											
N11.HOG0000175	OG0000007	n609					ERB_F3_g5755.t1_1											
N11.HOG0000176	OG0000007	n625					ERB_F3_g23103.t1_1											
N11.HOG0000177	OG0000007	n634					ERB_F3_g12518.t1_1, ERB_F3_g31635.t1_1											
N11.HOG0000178	OG0000007	n642					ERB_F3_g2963.t1_1	HO40_23xERB_hirisehap1_g13316.t1_1										
N11.HOG0000179	OG0000007	n678					ERB_F3_g29648.t1_1											
N11.HOG0000180	OG0000007	n679					ERB_F3_g778.t1_1, ERB_F3_g16788.t1_1, ERB_F3_g29724.t1_1											
N11.HOG0000181	OG0000007	n697					ERB_F3_g31614.t1_1, ERB_F3_g23102.t1_1											
N11.HOG0000182	OG0000007	n708					ERB_F3_g20313.t1_1											
N11.HOG0000183	OG0000007	n770					ERB_F3_g1918.t1_1											
N11.HOG0000184	OG0000007	n781					ERB_F3_g27535.t1_1											
N11.HOG0000185	OG0000008	n15						HO40_23xERB_hirisehap1_g17987.t1_1										
N11.HOG0000186	OG0000008	n46					ERB_F3_g1428.t1_1	HO40_23xERB_hirisehap1_g13417.t1_1										
N11.HOG0000187	OG0000008	n56						HO40_23xERB_hirisehap1_g30531.t1_1										
N11.HOG0000188	OG0000008	n57						HO40_23xERB_hirisehap1_g35381.t1_1										
N11.HOG0000189	OG0000008	n61						HO40_23xERB_hirisehap1_g17354.t1_1, HO40_23xERB_hirisehap1_g27005.t1_1										
N11.HOG0000190	OG0000008	n68						HO40_23xERB_hirisehap1_g16664.t1_1										
N11.HOG0000191	OG0000008	n70						HO40_23xERB_hirisehap1_g30994.t1_1										
N11.HOG0000192	OG0000008	n71					ERB_F3_g10454.t1_1											
N11.HOG0000193	OG0000008	n85						HO40_23xERB_hirisehap1_g13186.t1_1										
N11.HOG0000194	OG0000008	n86					ERB_F3_g24820.t1_1	HO40_23xERB_hirisehap1_g17399.t1_1										
N11.HOG0000195	OG0000008	n90						HO40_23xERB_hirisehap1_g24544.t1_1										
N11.HOG0000196	OG0000008	n92					ERB_F3_g14616.t1_1	HO40_23xERB_hirisehap1_g1971.t1_1										
N11.HOG0000197	OG0000008	n101						HO40_23xERB_hirisehap1_g20575.t1_1, HO40_23xERB_hirisehap1_g31232.t1_1										
N11.HOG0000198	OG0000008	n103						HO40_23xERB_hirisehap1_g4100.t1_1										
N11.HOG0000199	OG0000008	n107						HO40_23xERB_hirisehap1_g34027.t2_1										
N11.HOG0000200	OG0000008	n114					ERB_F3_g20379.t1_1	HO40_23xERB_hirisehap1_g1662.t1_1										
N11.HOG0000201	OG0000008	n137					ERB_F3_g16538.t1_1	HO40_23xERB_hirisehap1_g3218.t1_1										
N11.HOG0000202	OG0000008	n143					ERB_F3_g33944.t1_1											
N11.HOG0000203	OG0000008	n149						HO40_23xERB_hirisehap1_g33971.t1_1										
N11.HOG0000204	OG0000008	n151						HO40_23xERB_hirisehap1_g12689.t1_1										
N11.HOG0000205	OG0000008	n156						HO40_23xERB_hirisehap1_g33139.t1_1										
N11.HOG0000206	OG0000008	n162					ERB_F3_g18085.t1_1	HO40_23xERB_hirisehap1_g13389.t1_1										
N11.HOG0000207	OG0000008	n174					ERB_F3_g18036.t1_1											
N11.HOG0000208	OG0000008	n194						HO40_23xERB_hirisehap1_g32565.t1_1, HO40_23xERB_hirisehap1_g17497.t1_1, HO40_23xERB_hirisehap1_g33907.t1_1										
N11.HOG0000209	OG0000008	n201						HO40_23xERB_hirisehap1_g19577.t1_1										
N11.HOG0000210	OG0000008	n203						HO40_23xERB_hirisehap1_g1261.t1_1										
N11.HOG0000211	OG0000008	n216						HO40_23xERB_hirisehap1_g1197.t1_1, HO40_23xERB_hirisehap1_g10156.t1_1										
N11.HOG0000212	OG0000008	n223						HO40_23xERB_hirisehap1_g16626.t1_1, HO40_23xERB_hirisehap1_g1968.t2_1										
N11.HOG0000213	OG0000008	n232						HO40_23xERB_hirisehap1_g21809.t1_1, HO40_23xERB_hirisehap1_g21809.t2_1										
N11.HOG0000214	OG0000008	n243						HO40_23xERB_hirisehap1_g24630.t1_1										
N11.HOG0000215	OG0000008	n246						HO40_23xERB_hirisehap1_g16828.t1_1										
N11.HOG0000216	OG0000008	n247					ERB_F3_g35775.t1_1											
N11.HOG0000217	OG0000008	n252						HO40_23xERB_hirisehap1_g24339.t1_1										
N11.HOG0000218	OG0000008	n256						HO40_23xERB_hirisehap1_g17406.t2_1										
N11.HOG0000219	OG0000008	n259						HO40_23xERB_hirisehap1_g21755.t1_1										
N11.HOG0000220	OG0000008	n261						HO40_23xERB_hirisehap1_g28704.t1_1, HO40_23xERB_hirisehap1_g14089.t1_1										
N11.HOG0000221	OG0000008	n263					ERB_F3_g15676.t1_1, ERB_F3_g1298.t1_1, ERB_F3_g1298.t2_1	HO40_23xERB_hirisehap1_g28941.t1_1										
N11.HOG0000222	OG0000008	n273					ERB_F3_g32173.t1_1	HO40_23xERB_hirisehap1_g24530.t1_1										
N11.HOG0000223	OG0000008	n287						HO40_23xERB_hirisehap1_g25294.t1_1										
N11.HOG0000224	OG0000008	n289						HO40_23xERB_hirisehap1_g32571.t1_1										
N11.HOG0000225	OG0000008	n298					ERB_F3_g38946.t1_1											
N11.HOG0000226	OG0000008	n299					ERB_F3_g20277.t1_1											
N11.HOG0000227	OG0000008	n304					ERB_F3_g33573.t1_1, ERB_F3_g1229.t1_1	HO40_23xERB_hirisehap1_g1428.t1_1, HO40_23xERB_hirisehap1_g34158.t1_1										
N11.HOG0000228	OG0000008	n312						HO40_23xERB_hirisehap1_g2916.t1_1										
N11.HOG0000229	OG0000008	n313					ERB_F3_g39317.t1_1	HO40_23xERB_hirisehap1_g12823.t1_1										
N11.HOG0000230	OG0000008	n316						HO40_23xERB_hirisehap1_g30552.t1_1, HO40_23xERB_hirisehap1_g833.t1_1										
N11.HOG0000231	OG0000008	n320						HO40_23xERB_hirisehap1_g9567.t1_1										
N11.HOG0000232	OG0000008	n325					ERB_F3_g1572.t1_1	HO40_23xERB_hirisehap1_g568.t1_1										
N11.HOG0000233	OG0000008	n337					ERB_F3_g2856.t1_1											
N11.HOG0000234	OG0000008	n338						HO40_23xERB_hirisehap1_g3984.t1_1										
N11.HOG0000235	OG0000008	n360					ERB_F3_g3469.t1_1	HO40_23xERB_hirisehap1_g31234.t1_1										
N11.HOG0000236	OG0000008	n371						HO40_23xERB_hirisehap1_g20586.t1_1										
N11.HOG0000237	OG0000008	n373						HO40_23xERB_hirisehap1_g12255.t1_1, HO40_23xERB_hirisehap1_g30518.t1_1										
N11.HOG0000238	OG0000008	n376						HO40_23xERB_hirisehap1_g19571.t1_1										
N11.HOG0000239	OG0000008	n378						HO40_23xERB_hirisehap1_g16518.t1_1										
N11.HOG0000240	OG0000008	n382					ERB_F3_g8147.t1_1	HO40_23xERB_hirisehap1_g10152.t1_1										
N11.HOG0000241	OG0000008	n396					ERB_F3_g9851.t2_1	HO40_23xERB_hirisehap1_g14192.t1_1										
N11.HOG0000242	OG0000008	n402						HO40_23xERB_hirisehap1_g34179.t1_1										
N11.HOG0000243	OG0000008	n412					ERB_F3_g3708.t1_1	HO40_23xERB_hirisehap1_g13353.t1_1										
N11.HOG0000244	OG0000008	n414						HO40_23xERB_hirisehap1_g21117.t1_1										
N11.HOG0000245	OG0000008	n429					ERB_F3_g35618.t1_1	HO40_23xERB_hirisehap1_g1460.t1_1, HO40_23xERB_hirisehap1_g4010.t1_1										
N11.HOG0000246	OG0000008	n437					ERB_F3_g22180.t1_1											
N11.HOG0000247	OG0000008	n447						HO40_23xERB_hirisehap1_g2854.t1_1										
N11.HOG0000248	OG0000008	n455						HO40_23xERB_hirisehap1_g17252.t1_1										
N11.HOG0000249	OG0000008	n463					ERB_F3_g24803.t1_1											
N11.HOG0000250	OG0000008	n470					ERB_F3_g2758.t1_1	HO40_23xERB_hirisehap1_g18004.t1_1										
N11.HOG0000251	OG0000008	n473						HO40_23xERB_hirisehap1_g11995.t1_1										
N11.HOG0000252	OG0000008	n480						HO40_23xERB_hirisehap1_g13240.t1_1										
N11.HOG0000253	OG0000008	n483					ERB_F3_g30839.t1_1											
N11.HOG0000254	OG0000008	n505						HO40_23xERB_hirisehap1_g24824.t1_1										
N11.HOG0000255	OG0000008	n516						HO40_23xERB_hirisehap1_g31850.t1_1										
N11.HOG0000256	OG0000008	n529					ERB_F3_g20103.t2_1											
N11.HOG0000257	OG0000008	n531						HO40_23xERB_hirisehap1_g31230.t1_1, HO40_23xERB_hirisehap1_g31969.t1_1										
N11.HOG0000258	OG0000008	n536						HO40_23xERB_hirisehap1_g2964.t1_1										
N11.HOG0000259	OG0000008	n544						HO40_23xERB_hirisehap1_g33973.t1_1										
N11.HOG0000260	OG0000008	n550						HO40_23xERB_hirisehap1_g13529.t1_1										
N11.HOG0000261	OG0000008	n551					ERB_F3_g18245.t1_1	HO40_23xERB_hirisehap1_g2759.t1_1										
N11.HOG0000262	OG0000008	n558						HO40_23xERB_hirisehap1_g19931.t1_1										
N11.HOG0000263	OG0000008	n564						HO40_23xERB_hirisehap1_g30728.t1_1										
N11.HOG0000264	OG0000008	n569						HO40_23xERB_hirisehap1_g34619.t1_1										
N11.HOG0000265	OG0000008	n570						HO40_23xERB_hirisehap1_g13134.t1_1, HO40_23xERB_hirisehap1_g4313.t1_1										
N11.HOG0000266	OG0000008	n591						HO40_23xERB_hirisehap1_g1286.t1_1, HO40_23xERB_hirisehap1_g1313.t1_1										
N11.HOG0000267	OG0000008	n595						HO40_23xERB_hirisehap1_g17601.t2_1										
N11.HOG0000268	OG0000008	n603					ERB_F3_g18445.t1_1											
N11.HOG0000269	OG0000008	n607					ERB_F3_g2527.t1_1											
N11.HOG0000270	OG0000008	n619						HO40_23xERB_hirisehap1_g18661.t1_1										
N11.HOG0000271	OG0000008	n623						HO40_23xERB_hirisehap1_g18186.t1_1										
N11.HOG0000272	OG0000008	n625						HO40_23xERB_hirisehap1_g1350.t1_1, HO40_23xERB_hirisehap1_g3995.t1_1										
N11.HOG0000273	OG0000008	n637						HO40_23xERB_hirisehap1_g20512.t1_1										
N11.HOG0000274	OG0000008	n651						HO40_23xERB_hirisehap1_g24344.t2_1, HO40_23xERB_hirisehap1_g13246.t1_1										
N11.HOG0000275	OG0000008	n655						HO40_23xERB_hirisehap1_g31646.t1_1										
N11.HOG0000276	OG0000008	n656						HO40_23xERB_hirisehap1_g34707.t1_1										
N11.HOG0000277	OG0000008	n658					ERB_F3_g36153.t1_1	HO40_23xERB_hirisehap1_g33979.t1_1										
