HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N14.HOG0000088	OG0000008	n127	XP_030487206.1	CBDRx_g18820.t1_1														
N14.HOG0000089	OG0000008	n342	XP_030495089.1															
N14.HOG0000090	OG0000008	n344	XP_030478051.1															
N14.HOG0000091	OG0000008	n551	XP_030505233.1															
N14.HOG0000092	OG0000010	n308		CBDRx_g21446.t1_1														
N14.HOG0000093	OG0000010	n416		CBDRx_g3216.t1_1, CBDRx_g14278.t1_1														
N14.HOG0000094	OG0000010	n694		CBDRx_g25152.t3_1														
N14.HOG0000095	OG0000010	n698		CBDRx_g6513.t1_1														
N14.HOG0000096	OG0000010	n737	XP_030482251.1															
N14.HOG0000097	OG0000010	n738	XP_030497846.1															
N14.HOG0000098	OG0000011	n15		CBDRx_g18769.t1_1														
N14.HOG0000099	OG0000011	n21		CBDRx_g14989.t1_1														
N14.HOG0000100	OG0000011	n40	XP_030504976.1, XP_030494724.1, XP_030477993.1															
N14.HOG0000101	OG0000011	n42	XP_030495004.1															
N14.HOG0000102	OG0000011	n67	XP_030509211.1, XP_030505167.1															
N14.HOG0000103	OG0000011	n86	XP_030497710.1															
N14.HOG0000104	OG0000011	n90		CBDRx_g23813.t1_1, CBDRx_g5383.t1_1, CBDRx_g33131.t1_1														
N14.HOG0000105	OG0000011	n156		CBDRx_g24945.t1_1														
N14.HOG0000106	OG0000011	n199		CBDRx_g3018.t1_1														
N14.HOG0000107	OG0000011	n252		CBDRx_g10784.t1_1														
N14.HOG0000108	OG0000011	n258	XP_030479559.1															
N14.HOG0000109	OG0000011	n280		CBDRx_g11870.t1_1														
N14.HOG0000110	OG0000011	n354	XP_030497826.1															
N14.HOG0000111	OG0000011	n420		CBDRx_g14990.t1_1														
N14.HOG0000112	OG0000011	n423		CBDRx_g2169.t1_1														
N14.HOG0000113	OG0000011	n426		CBDRx_g27092.t1_1														
N14.HOG0000114	OG0000011	n442		CBDRx_g21683.t1_1														
N14.HOG0000115	OG0000011	n443	XP_030497555.1	CBDRx_g5384.t1_1														
N14.HOG0000116	OG0000011	n448	XP_030504967.1															
N14.HOG0000117	OG0000011	n455	XP_030478313.1															
N14.HOG0000118	OG0000011	n486	XP_030497703.1															
N14.HOG0000119	OG0000011	n529	XP_030505230.1, XP_030505197.1															
N14.HOG0000120	OG0000011	n586	XP_030479372.1, XP_030498011.1															
N14.HOG0000121	OG0000011	n589	XP_030487266.1, XP_030498073.1, XP_030487053.1															
N14.HOG0000122	OG0000011	n597		CBDRx_g18802.t1_1														
N14.HOG0000123	OG0000011	n607	XP_030510350.1															
N14.HOG0000124	OG0000011	n627		CBDRx_g22712.t1_1														
N14.HOG0000125	OG0000011	n628		CBDRx_g14988.t1_1														
N14.HOG0000126	OG0000011	n631	XP_030478231.1															
N14.HOG0000127	OG0000011	n637		CBDRx_g11871.t1_1														
N14.HOG0000128	OG0000011	n644	XP_030509124.1															
N14.HOG0000129	OG0000011	n645	XP_030483662.1															
N14.HOG0000130	OG0000011	n663	XP_030497901.1															
N14.HOG0000131	OG0000011	n669		CBDRx_g11658.t1_1														
N14.HOG0000132	OG0000011	n680		CBDRx_g24944.t1_1														
N14.HOG0000133	OG0000011	n710		CBDRx_g5382.t1_1														
N14.HOG0000134	OG0000011	n713		CBDRx_g18767.t1_1														
N14.HOG0000135	OG0000011	n716		CBDRx_g20442.t1_1														
N14.HOG0000136	OG0000012	n35		CBDRx_g25583.t1_1														
N14.HOG0000137	OG0000012	n43		CBDRx_g2284.t1_1														
N14.HOG0000138	OG0000012	n60	XP_030505033.1	CBDRx_g20700.t2_1														
N14.HOG0000139	OG0000012	n64	XP_030502516.1	CBDRx_g17611.t1_1														
N14.HOG0000140	OG0000012	n68		CBDRx_g15413.t1_1														
N14.HOG0000141	OG0000012	n73	XP_030508975.1	CBDRx_g24109.t1_1														
N14.HOG0000142	OG0000012	n83		CBDRx_g28085.t1_1														
N14.HOG0000143	OG0000012	n92		CBDRx_g14382.t1_1, CBDRx_g28450.t1_1, CBDRx_g19741.t1_1														
N14.HOG0000144	OG0000012	n107		CBDRx_g10689.t1_1														
N14.HOG0000145	OG0000012	n124	XP_030504879.1	CBDRx_g20082.t1_1														
N14.HOG0000146	OG0000012	n139		CBDRx_g3821.t1_1														
N14.HOG0000147	OG0000012	n144		CBDRx_g2550.t1_1														
N14.HOG0000148	OG0000012	n148		CBDRx_g2550.t2_1														
N14.HOG0000149	OG0000012	n175	XP_030503250.1	CBDRx_g1941.t1_1														
N14.HOG0000150	OG0000012	n193		CBDRx_g19099.t1_1														
N14.HOG0000151	OG0000012	n200		CBDRx_g16960.t1_1														
N14.HOG0000152	OG0000012	n202		CBDRx_g32602.t1_1														
N14.HOG0000153	OG0000012	n208		CBDRx_g29594.t1_1														
N14.HOG0000154	OG0000012	n221		CBDRx_g28194.t1_1														
N14.HOG0000155	OG0000012	n223	XP_030494730.1	CBDRx_g10561.t1_1														
N14.HOG0000156	OG0000012	n264		CBDRx_g26563.t1_1														
N14.HOG0000157	OG0000012	n274		CBDRx_g5111.t2_1														
N14.HOG0000158	OG0000012	n283		CBDRx_g32603.t1_1														
N14.HOG0000159	OG0000012	n291	XP_030495174.1	CBDRx_g12051.t1_1, CBDRx_g15462.t1_1														
N14.HOG0000160	OG0000012	n304	XP_030502389.1	CBDRx_g17161.t1_1														
N14.HOG0000161	OG0000012	n338		CBDRx_g17160.t1_1														
N14.HOG0000162	OG0000012	n370		CBDRx_g28844.t1_1														
N14.HOG0000163	OG0000012	n375	XP_030479414.1															
N14.HOG0000164	OG0000012	n398		CBDRx_g30557.t1_1														
N14.HOG0000165	OG0000012	n415		CBDRx_g27995.t1_1, CBDRx_g27995.t2_1														
N14.HOG0000166	OG0000012	n419		CBDRx_g6156.t2_1, CBDRx_g6156.t1_1														
N14.HOG0000167	OG0000012	n430		CBDRx_g14984.t1_1														
N14.HOG0000168	OG0000012	n432		CBDRx_g14984.t2_1														
N14.HOG0000169	OG0000012	n453		CBDRx_g2739.t1_1, CBDRx_g21088.t1_1, CBDRx_g30558.t2_1, CBDRx_g30558.t1_1														
N14.HOG0000170	OG0000012	n456		CBDRx_g31593.t1_1														
N14.HOG0000171	OG0000012	n474	XP_030502384.1	CBDRx_g17134.t1_1														
N14.HOG0000172	OG0000012	n493		CBDRx_g33123.t1_1														
N14.HOG0000173	OG0000012	n502		CBDRx_g30556.t1_1														
N14.HOG0000174	OG0000012	n503		CBDRx_g2737.t1_1														
N14.HOG0000175	OG0000012	n517		CBDRx_g6872.t1_1														
N14.HOG0000176	OG0000012	n528		CBDRx_g18930.t1_1														
N14.HOG0000177	OG0000012	n530	XP_030494966.1	CBDRx_g11357.t1_1														
N14.HOG0000178	OG0000012	n583		CBDRx_g33124.t1_1														
N14.HOG0000179	OG0000012	n614		CBDRx_g33122.t1_1														
N14.HOG0000180	OG0000012	n634		CBDRx_g30590.t1_1														
N14.HOG0000181	OG0000012	n644		CBDRx_g28491.t1_1														
N14.HOG0000182	OG0000012	n669		CBDRx_g19145.t1_1														
N14.HOG0000183	OG0000012	n677		CBDRx_g19145.t2_1														
N14.HOG0000184	OG0000012	n698		CBDRx_g26803.t1_1														
N14.HOG0000185	OG0000012	n702		CBDRx_g27808.t1_1														
N14.HOG0000186	OG0000012	n713		CBDRx_g11972.t1_1														
N14.HOG0000187	OG0000013	n631	XP_030505082.1															
N14.HOG0000188	OG0000013	n633		CBDRx_g11666.t1_1														
N14.HOG0000189	OG0000014	n1	XP_030506877.1	CBDRx_g25732.t1_1														
N14.HOG0000190	OG0000014	n28	XP_030479286.1, XP_030507146.1, XP_030496721.1, XP_030505116.1, XP_030478299.1, XP_030497799.1, XP_030487467.1, XP_030478085.1, XP_030485361.1															
N14.HOG0000191	OG0000014	n42	XP_030490494.1, XP_030490492.1, XP_030490491.1															
N14.HOG0000192	OG0000014	n45	XP_030502872.1, XP_030504918.1, XP_030478048.1															
N14.HOG0000193	OG0000014	n48	XP_030503619.1, XP_030502462.1, XP_030485753.1															
N14.HOG0000194	OG0000014	n55	XP_030479478.1, XP_030478103.1, XP_030498133.1															
N14.HOG0000195	OG0000014	n62	XP_030487148.1															
N14.HOG0000196	OG0000014	n78	XP_030505053.1, XP_030483499.1															
N14.HOG0000197	OG0000014	n238	XP_030509056.1															
N14.HOG0000198	OG0000014	n243	XP_030478768.1															
N14.HOG0000199	OG0000014	n317		CBDRx_g3318.t1_1														
N14.HOG0000200	OG0000014	n332		CBDRx_g33164.t1_1, CBDRx_g22322.t1_1														
N14.HOG0000201	OG0000014	n342		CBDRx_g13718.t1_1														
N14.HOG0000202	OG0000014	n345		CBDRx_g12439.t1_1														
N14.HOG0000203	OG0000014	n383		CBDRx_g15189.t1_1														
N14.HOG0000204	OG0000014	n385		CBDRx_g20723.t1_1														
N14.HOG0000205	OG0000014	n469		CBDRx_g15009.t1_1														
N14.HOG0000206	OG0000014	n483		CBDRx_g20491.t1_1														
N14.HOG0000207	OG0000014	n502		CBDRx_g25091.t1_1														
N14.HOG0000208	OG0000014	n508	XP_030479330.1, XP_030502721.1															
N14.HOG0000209	OG0000014	n512	XP_030487919.1															
N14.HOG0000210	OG0000014	n537		CBDRx_g30057.t1_1														
N14.HOG0000211	OG0000014	n546		CBDRx_g13720.t1_1														
N14.HOG0000212	OG0000014	n552		CBDRx_g30801.t1_1														
N14.HOG0000213	OG0000014	n553		CBDRx_g24142.t1_1														
N14.HOG0000214	OG0000014	n555	XP_030479074.1															
N14.HOG0000215	OG0000014	n558	XP_030505009.1, XP_030486874.1, XP_030478024.1, XP_030509280.1, XP_030502900.1, XP_030509222.1, XP_030504898.1	CBDRx_g20857.t1_1														
N14.HOG0000216	OG0000014	n565		CBDRx_g24141.t1_1, CBDRx_g17203.t1_1														
N14.HOG0000217	OG0000014	n567	XP_030502688.1	CBDRx_g23888.t1_1														
N14.HOG0000218	OG0000014	n579		CBDRx_g3723.t1_1														
N14.HOG0000219	OG0000014	n589		CBDRx_g12440.t1_1														
N14.HOG0000220	OG0000014	n598		CBDRx_g13719.t1_1														
N14.HOG0000221	OG0000014	n607		CBDRx_g2694.t1_1														
N14.HOG0000222	OG0000014	n630		CBDRx_g30802.t1_1														
N14.HOG0000223	OG0000014	n643		CBDRx_g20490.t1_1														
N14.HOG0000224	OG0000014	n645		CBDRx_g3309.t1_1														
N14.HOG0000225	OG0000014	n655		CBDRx_g14883.t1_1														
N14.HOG0000226	OG0000014	n668		CBDRx_g20345.t1_1														
N14.HOG0000227	OG0000014	n671		CBDRx_g33165.t1_1														
N14.HOG0000228	OG0000014	n674		CBDRx_g20150.t1_1														
N14.HOG0000229	OG0000016	n33		CBDRx_g27639.t1_1														
N14.HOG0000230	OG0000016	n40	XP_030505141.1	CBDRx_g21118.t1_1														
N14.HOG0000231	OG0000016	n83		CBDRx_g18370.t1_1														
N14.HOG0000232	OG0000016	n96	XP_030495126.1															
N14.HOG0000233	OG0000016	n160	XP_030502370.1, XP_030502373.1															
N14.HOG0000234	OG0000016	n185	XP_030502554.1															
N14.HOG0000235	OG0000016	n227		CBDRx_g17802.t1_1														
N14.HOG0000236	OG0000016	n228		CBDRx_g20605.t1_1														
N14.HOG0000237	OG0000016	n232		CBDRx_g11851.t1_1														
N14.HOG0000238	OG0000016	n291		CBDRx_g13858.t1_1														
N14.HOG0000239	OG0000016	n295		CBDRx_g4846.t1_1														
N14.HOG0000240	OG0000016	n347		CBDRx_g17213.t1_1														
N14.HOG0000241	OG0000016	n384	XP_030478213.1	CBDRx_g27648.t1_1														
N14.HOG0000242	OG0000016	n397		CBDRx_g10415.t1_1														
N14.HOG0000243	OG0000016	n402		CBDRx_g13565.t1_1														
N14.HOG0000244	OG0000016	n412	XP_030497841.1	CBDRx_g14619.t1_1														
N14.HOG0000245	OG0000016	n483		CBDRx_g11237.t1_1														
N14.HOG0000246	OG0000016	n531		CBDRx_g26440.t1_1														
N14.HOG0000247	OG0000016	n545		CBDRx_g13257.t1_1														
N14.HOG0000248	OG0000016	n582		CBDRx_g27131.t1_1														
N14.HOG0000249	OG0000016	n641	XP_030497432.1															
N14.HOG0000250	OG0000016	n656		CBDRx_g11322.t1_1														
N14.HOG0000251	OG0000016	n662	XP_030483252.1															
N14.HOG0000252	OG0000018	n4		CBDRx_g20784.t1_1														
N14.HOG0000253	OG0000018	n17	XP_030499934.1															
N14.HOG0000254	OG0000018	n23		CBDRx_g11920.t1_1														
N14.HOG0000255	OG0000018	n56		CBDRx_g6529.t1_1														
N14.HOG0000256	OG0000018	n70		CBDRx_g30462.t1_1														
N14.HOG0000257	OG0000018	n75		CBDRx_g21104.t1_1, CBDRx_g25149.t1_1, CBDRx_g31377.t1_1														
N14.HOG0000258	OG0000018	n259		CBDRx_g3614.t1_1														
N14.HOG0000259	OG0000018	n267		CBDRx_g26910.t1_1														
N14.HOG0000260	OG0000018	n279	XP_030494980.1	CBDRx_g11417.t1_1														
N14.HOG0000261	OG0000018	n294		CBDRx_g2794.t1_1														
N14.HOG0000262	OG0000018	n322	XP_030478120.1	CBDRx_g27309.t1_1														
N14.HOG0000263	OG0000018	n361		CBDRx_g13574.t1_1														
N14.HOG0000264	OG0000018	n388		CBDRx_g20664.t1_1														
N14.HOG0000265	OG0000018	n427		CBDRx_g31907.t2_1														
N14.HOG0000266	OG0000018	n487		CBDRx_g34666.t1_1, CBDRx_g6509.t2_1														
N14.HOG0000267	OG0000018	n497		CBDRx_g14473.t1_1, CBDRx_g25145.t1_1, CBDRx_g34662.t1_1														
N14.HOG0000268	OG0000018	n508		CBDRx_g30541.t1_1														
N14.HOG0000269	OG0000018	n512		CBDRx_g18121.t1_1														
N14.HOG0000270	OG0000018	n526		CBDRx_g11605.t1_1														
N14.HOG0000271	OG0000018	n527		CBDRx_g27067.t1_1														
N14.HOG0000272	OG0000018	n534		CBDRx_g6519.t1_1														
N14.HOG0000273	OG0000018	n603		CBDRx_g24106.t1_1														
N14.HOG0000274	OG0000019	n12	XP_030478397.1															
N14.HOG0000275	OG0000019	n14	XP_030504353.1															
N14.HOG0000276	OG0000019	n15	XP_030495098.1															
N14.HOG0000277	OG0000019	n27	XP_030502924.1															
N14.HOG0000278	OG0000019	n35	XP_030493492.1															
N14.HOG0000279	OG0000019	n66	XP_030487537.1															
N14.HOG0000280	OG0000019	n78		CBDRx_g11050.t1_1														
N14.HOG0000281	OG0000019	n97		CBDRx_g9742.t1_1														
N14.HOG0000282	OG0000019	n108	XP_030502345.1															
N14.HOG0000283	OG0000019	n116	XP_030479475.1															
N14.HOG0000284	OG0000019	n118	XP_030494862.1															
N14.HOG0000285	OG0000019	n120	XP_030486597.1															
N14.HOG0000286	OG0000019	n123	XP_030505140.1, XP_030509246.1															
N14.HOG0000287	OG0000019	n128	XP_030502582.1															
N14.HOG0000288	OG0000019	n129	XP_030502961.1	CBDRx_g29083.t1_1														
N14.HOG0000289	OG0000019	n146	XP_030479460.1															
N14.HOG0000290	OG0000019	n147	XP_030487695.1															
N14.HOG0000291	OG0000019	n148	XP_030486296.1															
N14.HOG0000292	OG0000019	n150	XP_030487185.1, XP_030495358.1															
N14.HOG0000293	OG0000019	n152		CBDRx_g32417.t1_1														
N14.HOG0000294	OG0000019	n153		CBDRx_g21844.t1_1														
N14.HOG0000295	OG0000019	n158	XP_030497618.1															
N14.HOG0000296	OG0000019	n163		CBDRx_g584.t1_1														
N14.HOG0000297	OG0000019	n173	XP_030505324.1															
N14.HOG0000298	OG0000019	n175	XP_030509034.1															
N14.HOG0000299	OG0000019	n176	XP_030483262.1, XP_030505064.1	CBDRx_g3544.t1_1														
N14.HOG0000300	OG0000019	n182	XP_030497504.1, XP_030509986.1															
N14.HOG0000301	OG0000019	n204		CBDRx_g26124.t1_1														
N14.HOG0000302	OG0000019	n216	XP_030479234.1, XP_030498100.1															
N14.HOG0000303	OG0000019	n218	XP_030487587.1															
N14.HOG0000304	OG0000019	n225	XP_030506823.1, XP_030504869.1	CBDRx_g20026.t1_1														
N14.HOG0000305	OG0000019	n250	XP_030499939.1, XP_030494608.1															
N14.HOG0000306	OG0000019	n259		CBDRx_g11433.t1_1														
N14.HOG0000307	OG0000019	n262		CBDRx_g1545.t1_1														
N14.HOG0000308	OG0000019	n265		CBDRx_g28292.t1_1														
N14.HOG0000309	OG0000019	n298	XP_030487540.1															
N14.HOG0000310	OG0000019	n302	XP_030497985.1															
N14.HOG0000311	OG0000019	n305	XP_030483486.1															
N14.HOG0000312	OG0000019	n306	XP_030504023.1															
N14.HOG0000313	OG0000019	n308	XP_030487536.1															
N14.HOG0000314	OG0000019	n315	XP_030509260.1	CBDRx_g33087.t1_1														
N14.HOG0000315	OG0000019	n319	XP_030509123.1, XP_030505301.1	CBDRx_g21562.t1_1														
N14.HOG0000316	OG0000019	n324	XP_030478346.1															
N14.HOG0000317	OG0000019	n334	XP_030486769.1															
N14.HOG0000318	OG0000019	n341	XP_030487138.1, XP_030478375.1															
N14.HOG0000319	OG0000019	n343	XP_030478117.1															
N14.HOG0000320	OG0000019	n380	XP_030503468.1															
N14.HOG0000321	OG0000019	n382	XP_030503016.1															
N14.HOG0000322	OG0000019	n389	XP_030483760.1															
N14.HOG0000323	OG0000019	n401	XP_030478425.1															
N14.HOG0000324	OG0000019	n405	XP_030498050.1															
N14.HOG0000325	OG0000019	n408	XP_030479205.1															
N14.HOG0000326	OG0000019	n417	XP_030479524.1															
N14.HOG0000327	OG0000019	n418	XP_030505455.1															
N14.HOG0000328	OG0000019	n434	XP_030478274.1, XP_030483519.1															
N14.HOG0000329	OG0000019	n439	XP_030500217.1, XP_030483425.1															
N14.HOG0000330	OG0000019	n447	XP_030483428.1															
N14.HOG0000331	OG0000019	n476	XP_030493578.1, XP_030493431.1															
N14.HOG0000332	OG0000019	n489	XP_030505390.1															
N14.HOG0000333	OG0000019	n503	XP_030497793.1, XP_030494650.1															
N14.HOG0000334	OG0000019	n509	XP_030478217.1															
N14.HOG0000335	OG0000019	n512	XP_030509316.1															
N14.HOG0000336	OG0000019	n515	XP_030508872.1															
N14.HOG0000337	OG0000019	n519	XP_030485586.1	CBDRx_g34782.t1_1														
N14.HOG0000338	OG0000019	n526	XP_030505247.1	CBDRx_g6088.t1_1														
N14.HOG0000339	OG0000019	n541	XP_030502748.1															
N14.HOG0000340	OG0000019	n547	XP_030487111.1															
N14.HOG0000341	OG0000019	n551	XP_030495241.1, XP_030508897.1															
N14.HOG0000342	OG0000019	n561		CBDRx_g26708.t1_1														
N14.HOG0000343	OG0000019	n570		CBDRx_g21845.t1_1														
N14.HOG0000344	OG0000019	n577	XP_030500901.1															
N14.HOG0000345	OG0000019	n593	XP_030487656.1															
N14.HOG0000346	OG0000019	n599		CBDRx_g24430.t1_1														
N14.HOG0000347	OG0000021	n32		CBDRx_g3391.t1_1														
N14.HOG0000348	OG0000021	n114	XP_030502637.1, XP_030478104.1, XP_030478142.1, XP_030509039.1, XP_030477975.1															
N14.HOG0000349	OG0000021	n123	XP_030502480.1															
N14.HOG0000350	OG0000021	n127	XP_030508174.1															
N14.HOG0000351	OG0000021	n131	XP_030508082.1															
N14.HOG0000352	OG0000021	n140		CBDRx_g30532.t1_1														
N14.HOG0000353	OG0000021	n144	XP_030497515.1															
N14.HOG0000354	OG0000021	n152	XP_030479264.1, XP_030485376.1															
N14.HOG0000355	OG0000021	n168		CBDRx_g30621.t1_1														
N14.HOG0000356	OG0000021	n216	XP_030483316.1															
N14.HOG0000357	OG0000021	n222	XP_030480638.1															
N14.HOG0000358	OG0000021	n225		CBDRx_g27294.t1_1, CBDRx_g27294.t2_1														
N14.HOG0000359	OG0000021	n249	XP_030504999.1															
N14.HOG0000360	OG0000021	n280		CBDRx_g13583.t1_1														
N14.HOG0000361	OG0000021	n285		CBDRx_g6526.t1_1														
N14.HOG0000362	OG0000021	n295		CBDRx_g26929.t1_1														
N14.HOG0000363	OG0000021	n301		CBDRx_g17417.t1_1														
N14.HOG0000364	OG0000021	n317		CBDRx_g13570.t1_1														
N14.HOG0000365	OG0000021	n320		CBDRx_g6527.t1_1														
N14.HOG0000366	OG0000021	n339	XP_030497551.1	CBDRx_g23906.t1_1														
N14.HOG0000367	OG0000021	n424		CBDRx_g17817.t1_1														
N14.HOG0000368	OG0000021	n481		CBDRx_g11878.t1_1														
N14.HOG0000369	OG0000021	n498		CBDRx_g30404.t2_1														
N14.HOG0000370	OG0000021	n501	XP_030497688.1															
N14.HOG0000371	OG0000021	n515	XP_030483283.1															
N14.HOG0000372	OG0000021	n520	XP_030495146.1															
N14.HOG0000373	OG0000021	n525	XP_030486993.1															
N14.HOG0000374	OG0000021	n534	XP_030497915.1															
N14.HOG0000375	OG0000023	n33	XP_030483212.1	CBDRx_g6238.t1_1, CBDRx_g6238.t2_1														
